index,tag,name,B,H,W,C,P,Q,F,S,input_dtype,output_dtype,mean_microseconds,arithmetic_intensity,tflops,roofline_tflops,roofline_percent,ok
134,unet,conv_2d_nhwc_hwcf_2x64x64x960x3x3x640_f16xf16xf32_stride1,2,64,64,960,3,3,640,1,f16,f32,852.0,1858.1035,106.3345,1307.4,0.0813,True
135,unet,conv_2d_nhwc_hwcf_2x64x64x960x1x1x640_f16xf16xf32_stride1,2,64,64,960,1,1,640,1,f16,f32,136.0,265.3996,74.0171,1307.4,0.0566,True
136,unet,conv_2d_nhwc_hwcf_2x128x128x640x3x3x640_f16xf16xf32_stride1,2,128,128,640,3,3,640,1,f16,f32,1560.0,1795.9169,154.8666,1307.4,0.1185,True
137,unet,conv_2d_nhwc_hwcf_2x128x128x960x3x3x320_f16xf16xf32_stride1,2,128,128,960,3,3,320,1,f16,f32,1500.0,1612.4956,120.796,1307.4,0.0924,True
138,unet,conv_2d_nhwc_hwcf_2x128x128x960x1x1x320_f16xf16xf32_stride1,2,128,128,960,1,1,320,1,f16,f32,196.0,190.8816,102.7176,1307.4,0.0786,True
139,unet,conv_2d_nhwc_hwcf_2x128x128x640x3x3x320_f16xf16xf32_stride1,2,128,128,640,3,3,320,1,f16,f32,961.0,1358.8849,125.6982,1307.4,0.0961,True
140,unet,conv_2d_nhwc_hwcf_2x128x128x640x1x1x320_f16xf16xf32_stride1,2,128,128,640,1,1,320,1,f16,f32,147.0,159.2225,91.3046,1307.4,0.0698,True
141,unet,conv_2d_nhwc_hwcf_2x128x128x320x3x3x16_f16xf16xf32_stride1,2,128,128,320,3,3,16,1,f16,f32,169.0,126.773,17.8692,1307.4,0.0137,True
142,unet,conv_2d_nhwc_hwcf_4x128x128x16x3x3x320_f16xf16xf32_stride1,4,128,128,16,3,3,320,1,f16,f32,140.0,70.1149,43.1414,1307.4,0.033,True
143,unet,conv_2d_nhwc_hwcf_4x128x128x320x3x3x320_f16xf16xf32_stride1,4,128,128,320,3,3,320,1,f16,f32,848.0,936.4515,142.4481,1307.4,0.109,True
144,unet,conv_2d_nhwc_hwcf_4x64x64x320x3x3x320_f16xf16xf32_stride2,4,64,64,320,3,3,320,2,f16,f32,304.0,457.0153,99.3388,1307.4,0.076,True
145,unet,conv_2d_nhwc_hwcf_4x64x64x320x3x3x640_f16xf16xf32_stride1,4,64,64,320,3,3,640,1,f16,f32,515.0,1063.7042,117.2776,1307.4,0.0897,True
146,unet,conv_2d_nhwc_hwcf_4x64x64x640x3x3x640_f16xf16xf32_stride1,4,64,64,640,3,3,640,1,f16,f32,973.0,1686.6571,124.1479,1307.4,0.095,True
147,unet,conv_2d_nhwc_hwcf_4x64x64x320x1x1x640_f16xf16xf32_stride1,4,64,64,320,1,1,640,1,f16,f32,110.0,127.0078,61.0081,1307.4,0.0467,True
148,unet,conv_2d_nhwc_hwcf_4x32x32x640x3x3x640_f16xf16xf32_stride2,4,32,32,640,3,3,640,2,f16,f32,464.0,751.9429,65.084,1307.4,0.0498,True
149,unet,conv_2d_nhwc_hwcf_4x32x32x640x3x3x1280_f16xf16xf32_stride1,4,32,32,640,3,3,1280,1,f16,f32,565.0,1450.6247,106.8991,1307.4,0.0818,True
150,unet,conv_2d_nhwc_hwcf_4x32x32x1280x3x3x1280_f16xf16xf32_stride1,4,32,32,1280,3,3,1280,1,f16,f32,1070.0,1938.9349,112.8934,1307.4,0.0863,True
151,unet,conv_2d_nhwc_hwcf_4x32x32x640x1x1x1280_f16xf16xf32_stride1,4,32,32,640,1,1,1280,1,f16,f32,107.0,240.9412,62.7186,1307.4,0.048,True
152,unet,conv_2d_nhwc_hwcf_4x32x32x2560x3x3x1280_f16xf16xf32_stride1,4,32,32,2560,3,3,1280,1,f16,f32,2090.0,2331.3202,115.5942,1307.4,0.0884,True
153,unet,conv_2d_nhwc_hwcf_4x32x32x2560x1x1x1280_f16xf16xf32_stride1,4,32,32,2560,1,1,1280,1,f16,f32,261.0,553.5135,102.8488,1307.4,0.0787,True
154,unet,conv_2d_nhwc_hwcf_4x32x32x1920x3x3x1280_f16xf16xf32_stride1,4,32,32,1920,3,3,1280,1,f16,f32,1520.0,2183.9941,119.2065,1307.4,0.0912,True
155,unet,conv_2d_nhwc_hwcf_4x32x32x1920x1x1x1280_f16xf16xf32_stride1,4,32,32,1920,1,1,1280,1,f16,f32,211.0,483.7795,95.4154,1307.4,0.073,True
156,unet,conv_2d_nhwc_hwcf_4x64x64x1280x3x3x1280_f16xf16xf32_stride1,4,64,64,1280,3,3,1280,1,f16,f32,2960.0,3058.4599,163.2378,1307.4,0.1249,True
157,unet,conv_2d_nhwc_hwcf_4x64x64x1920x3x3x640_f16xf16xf32_stride1,4,64,64,1920,3,3,640,1,f16,f32,3010.0,2766.9617,120.3946,1307.4,0.0921,True
158,unet,conv_2d_nhwc_hwcf_4x64x64x1920x1x1x640_f16xf16xf32_stride1,4,64,64,1920,1,1,640,1,f16,f32,356.0,375.2061,113.1048,1307.4,0.0865,True
159,unet,conv_2d_nhwc_hwcf_4x64x64x1280x3x3x640_f16xf16xf32_stride1,4,64,64,1280,3,3,640,1,f16,f32,1860.0,2385.0546,129.8881,1307.4,0.0993,True
160,unet,conv_2d_nhwc_hwcf_4x64x64x1280x1x1x640_f16xf16xf32_stride1,4,64,64,1280,1,1,640,1,f16,f32,254.0,313.8697,105.6833,1307.4,0.0808,True
161,unet,conv_2d_nhwc_hwcf_4x64x64x960x3x3x640_f16xf16xf32_stride1,4,64,64,960,3,3,640,1,f16,f32,1470.0,2095.7859,123.2612,1307.4,0.0943,True
162,unet,conv_2d_nhwc_hwcf_4x64x64x960x1x1x640_f16xf16xf32_stride1,4,64,64,960,1,1,640,1,f16,f32,208.0,269.7695,96.7916,1307.4,0.074,True
163,unet,conv_2d_nhwc_hwcf_4x128x128x640x3x3x640_f16xf16xf32_stride1,4,128,128,640,3,3,640,1,f16,f32,2820.0,1846.518,171.3418,1307.4,0.1311,True
164,unet,conv_2d_nhwc_hwcf_4x128x128x960x3x3x320_f16xf16xf32_stride1,4,128,128,960,3,3,320,1,f16,f32,2600.0,1653.1714,139.3799,1307.4,0.1066,True
165,unet,conv_2d_nhwc_hwcf_4x128x128x960x1x1x320_f16xf16xf32_stride1,4,128,128,960,1,1,320,1,f16,f32,300.0,191.4391,134.2177,1307.4,0.1027,True
166,unet,conv_2d_nhwc_hwcf_4x128x128x640x3x3x320_f16xf16xf32_stride1,4,128,128,640,3,3,320,1,f16,f32,1670.0,1387.6579,144.6658,1307.4,0.1107,True
167,unet,conv_2d_nhwc_hwcf_4x128x128x640x1x1x320_f16xf16xf32_stride1,4,128,128,640,1,1,320,1,f16,f32,216.0,159.6103,124.2757,1307.4,0.0951,True
168,unet,conv_2d_nhwc_hwcf_4x128x128x320x3x3x16_f16xf16xf32_stride1,4,128,128,320,3,3,16,1,f16,f32,233.0,127.0187,25.9219,1307.4,0.0198,True
169,unet,conv_2d_nhwc_hwcf_8x128x128x16x3x3x320_f16xf16xf32_stride1,8,128,128,16,3,3,320,1,f16,f32,199.0,70.1524,60.7015,1307.4,0.0464,True
170,unet,conv_2d_nhwc_hwcf_8x128x128x320x3x3x320_f16xf16xf32_stride1,8,128,128,320,3,3,320,1,f16,f32,1580.0,943.1902,152.9063,1307.4,0.117,True
171,unet,conv_2d_nhwc_hwcf_8x64x64x320x3x3x320_f16xf16xf32_stride2,8,64,64,320,3,3,320,2,f16,f32,509.0,463.4795,118.6601,1307.4,0.0908,True
172,unet,conv_2d_nhwc_hwcf_8x64x64x320x3x3x640_f16xf16xf32_stride1,8,64,64,320,3,3,640,1,f16,f32,799.0,1099.3924,151.1839,1307.4,0.1156,True
173,unet,conv_2d_nhwc_hwcf_8x64x64x640x3x3x640_f16xf16xf32_stride1,8,64,64,640,3,3,640,1,f16,f32,1550.0,1778.1851,155.8657,1307.4,0.1192,True
174,unet,conv_2d_nhwc_hwcf_8x64x64x320x1x1x640_f16xf16xf32_stride1,8,64,64,320,1,1,640,1,f16,f32,140.0,127.5019,95.8698,1307.4,0.0733,True
175,unet,conv_2d_nhwc_hwcf_8x32x32x640x3x3x640_f16xf16xf32_stride2,8,32,32,640,3,3,640,2,f16,f32,583.0,827.9394,103.5986,1307.4,0.0792,True
176,unet,conv_2d_nhwc_hwcf_8x32x32x640x3x3x1280_f16xf16xf32_stride1,8,32,32,640,3,3,1280,1,f16,f32,957.0,1762.7735,126.2236,1307.4,0.0965,True
177,unet,conv_2d_nhwc_hwcf_8x32x32x1280x3x3x1280_f16xf16xf32_stride1,8,32,32,1280,3,3,1280,1,f16,f32,1840.0,2540.155,131.3,1307.4,0.1004,True
178,unet,conv_2d_nhwc_hwcf_8x32x32x640x1x1x1280_f16xf16xf32_stride1,8,32,32,640,1,1,1280,1,f16,f32,154.0,248.2424,87.1544,1307.4,0.0667,True
179,unet,conv_2d_nhwc_hwcf_8x32x32x2560x3x3x1280_f16xf16xf32_stride1,8,32,32,2560,3,3,1280,1,f16,f32,3750.0,3258.6961,128.849,1307.4,0.0986,True
180,unet,conv_2d_nhwc_hwcf_8x32x32x2560x1x1x1280_f16xf16xf32_stride1,8,32,32,2560,1,1,1280,1,f16,f32,441.0,593.6232,121.7394,1307.4,0.0931,True
181,unet,conv_2d_nhwc_hwcf_8x32x32x1920x3x3x1280_f16xf16xf32_stride1,8,32,32,1920,3,3,1280,1,f16,f32,2730.0,2977.9064,132.7428,1307.4,0.1015,True
182,unet,conv_2d_nhwc_hwcf_8x32x32x1920x1x1x1280_f16xf16xf32_stride1,8,32,32,1920,1,1,1280,1,f16,f32,349.0,514.1423,115.3734,1307.4,0.0882,True
183,unet,conv_2d_nhwc_hwcf_8x64x64x1280x3x3x1280_f16xf16xf32_stride1,8,64,64,1280,3,3,1280,1,f16,f32,5440.0,3373.3143,177.6411,1307.4,0.1359,True
184,unet,conv_2d_nhwc_hwcf_8x64x64x1920x3x3x640_f16xf16xf32_stride1,8,64,64,1920,3,3,640,1,f16,f32,5040.0,3022.1554,143.8047,1307.4,0.11,True
185,unet,conv_2d_nhwc_hwcf_8x64x64x1920x1x1x640_f16xf16xf32_stride1,8,64,64,1920,1,1,640,1,f16,f32,537.0,379.5521,149.9639,1307.4,0.1147,True
186,unet,conv_2d_nhwc_hwcf_8x64x64x1280x3x3x640_f16xf16xf32_stride1,8,64,64,1280,3,3,640,1,f16,f32,3010.0,2572.2809,160.5262,1307.4,0.1228,True
187,unet,conv_2d_nhwc_hwcf_8x64x64x1280x1x1x640_f16xf16xf32_stride1,8,64,64,1280,1,1,640,1,f16,f32,368.0,316.9052,145.8888,1307.4,0.1116,True
188,unet,conv_2d_nhwc_hwcf_8x64x64x960x3x3x640_f16xf16xf32_stride1,8,64,64,960,3,3,640,1,f16,f32,2350.0,2238.9877,154.2076,1307.4,0.1179,True
189,unet,conv_2d_nhwc_hwcf_8x64x64x960x1x1x640_f16xf16xf32_stride1,8,64,64,960,1,1,640,1,f16,f32,297.0,272.0089,135.5735,1307.4,0.1037,True
190,unet,conv_2d_nhwc_hwcf_8x128x128x640x3x3x640_f16xf16xf32_stride1,8,128,128,640,3,3,640,1,f16,f32,5490.0,1872.9031,176.0232,1307.4,0.1346,True
191,unet,conv_2d_nhwc_hwcf_8x128x128x960x3x3x320_f16xf16xf32_stride1,8,128,128,960,3,3,320,1,f16,f32,5010.0,1674.2887,144.6658,1307.4,0.1107,True
192,unet,conv_2d_nhwc_hwcf_8x128x128x960x1x1x320_f16xf16xf32_stride1,8,128,128,960,1,1,320,1,f16,f32,557.0,191.7192,144.5792,1307.4,0.1106,True
193,unet,conv_2d_nhwc_hwcf_8x128x128x640x3x3x320_f16xf16xf32_stride1,8,128,128,640,3,3,320,1,f16,f32,3180.0,1402.5062,151.9446,1307.4,0.1162,True
194,unet,conv_2d_nhwc_hwcf_8x128x128x640x1x1x320_f16xf16xf32_stride1,8,128,128,640,1,1,320,1,f16,f32,379.0,159.8049,141.6546,1307.4,0.1083,True
195,unet,conv_2d_nhwc_hwcf_8x128x128x320x3x3x16_f16xf16xf32_stride1,8,128,128,320,3,3,16,1,f16,f32,371.0,127.1419,32.5596,1307.4,0.0249,True
196,unet,conv_2d_nchw_fchw_1x128x128x16x3x3x320_f16xf16xf32_stride1,1,128,128,16,3,3,320,1,f16,f32,151.0,69.8906,9.9997,1307.4,0.0076,True
197,unet,conv_2d_nchw_fchw_1x128x128x320x3x3x320_f16xf16xf32_stride1,1,128,128,320,3,3,320,1,f16,f32,1620.0,897.9584,18.6414,1307.4,0.0143,True
198,unet,conv_2d_nchw_fchw_1x64x64x320x3x3x320_f16xf16xf32_stride2,1,64,64,320,3,3,320,2,f16,f32,565.0,421.7246,13.3624,1307.4,0.0102,True
199,unet,conv_2d_nchw_fchw_1x64x64x320x3x3x640_f16xf16xf32_stride1,1,64,64,320,3,3,640,1,f16,f32,844.0,890.3004,17.8904,1307.4,0.0137,True
200,unet,conv_2d_nchw_fchw_1x64x64x640x3x3x640_f16xf16xf32_stride1,1,64,64,640,3,3,640,1,f16,f32,1740.0,1288.6694,17.3557,1307.4,0.0133,True
201,unet,conv_2d_nchw_fchw_1x64x64x320x1x1x640_f16xf16xf32_stride1,1,64,64,320,1,1,640,1,f16,f32,157.0,124.1212,10.6861,1307.4,0.0082,True
202,unet,conv_2d_nchw_fchw_1x32x32x640x3x3x640_f16xf16xf32_stride2,1,32,32,640,3,3,640,2,f16,f32,869.0,484.8931,8.6879,1307.4,0.0066,True
203,unet,conv_2d_nchw_fchw_1x32x32x640x3x3x1280_f16xf16xf32_stride1,1,32,32,640,3,3,1280,1,f16,f32,764.0,703.3437,19.7637,1307.4,0.0151,True
204,unet,conv_2d_nchw_fchw_1x32x32x1280x3x3x1280_f16xf16xf32_stride1,1,32,32,1280,3,3,1280,1,f16,f32,1510.0,801.1736,19.9993,1307.4,0.0153,True
205,unet,conv_2d_nchw_fchw_1x32x32x640x1x1x1280_f16xf16xf32_stride1,1,32,32,640,1,1,1280,1,f16,f32,141.0,204.8,11.8987,1307.4,0.0091,True
206,unet,conv_2d_nchw_fchw_1x32x32x2560x3x3x1280_f16xf16xf32_stride1,1,32,32,2560,3,3,1280,1,f16,f32,2950.0,861.0569,20.4739,1307.4,0.0157,True
207,unet,conv_2d_nchw_fchw_1x32x32x2560x1x1x1280_f16xf16xf32_stride1,1,32,32,2560,1,1,1280,1,f16,f32,366.0,393.8462,18.3358,1307.4,0.014,True
208,unet,conv_2d_nchw_fchw_1x32x32x1920x3x3x1280_f16xf16xf32_stride1,1,32,32,1920,3,3,1280,1,f16,f32,2140.0,840.1253,21.1675,1307.4,0.0162,True
209,unet,conv_2d_nchw_fchw_1x32x32x1920x1x1x1280_f16xf16xf32_stride1,1,32,32,1920,1,1,1280,1,f16,f32,291.0,357.2093,17.2961,1307.4,0.0132,True
210,unet,conv_2d_nchw_fchw_1x64x64x1280x3x3x1280_f16xf16xf32_stride1,1,64,64,1280,3,3,1280,1,f16,f32,11400.0,1960.5252,10.5961,1307.4,0.0081,True
211,unet,conv_2d_nchw_fchw_1x64x64x1920x3x3x640_f16xf16xf32_stride1,1,64,64,1920,3,3,640,1,f16,f32,5710.0,1836.5044,15.8664,1307.4,0.0121,True
212,unet,conv_2d_nchw_fchw_1x64x64x1920x1x1x640_f16xf16xf32_stride1,1,64,64,1920,1,1,640,1,f16,f32,512.0,351.0857,19.6608,1307.4,0.015,True
213,unet,conv_2d_nchw_fchw_1x64x64x1280x3x3x640_f16xf16xf32_stride1,1,64,64,1280,3,3,640,1,f16,f32,4030.0,1660.0732,14.9871,1307.4,0.0115,True
214,unet,conv_2d_nchw_fchw_1x64x64x1280x1x1x640_f16xf16xf32_stride1,1,64,64,1280,1,1,640,1,f16,f32,372.0,296.8116,18.04,1307.4,0.0138,True
215,unet,conv_2d_nchw_fchw_1x64x64x960x3x3x640_f16xf16xf32_stride1,1,64,64,960,3,3,640,1,f16,f32,2460.0,1514.5699,18.414,1307.4,0.0141,True
216,unet,conv_2d_nchw_fchw_1x64x64x960x1x1x640_f16xf16xf32_stride1,1,64,64,960,1,1,640,1,f16,f32,294.0,257.0711,17.1196,1307.4,0.0131,True
217,unet,conv_2d_nchw_fchw_1x128x128x640x3x3x640_f16xf16xf32_stride1,1,128,128,640,3,3,640,1,f16,f32,10500.0,1702.6023,11.5044,1307.4,0.0088,True
218,unet,conv_2d_nchw_fchw_1x128x128x960x3x3x320_f16xf16xf32_stride1,1,128,128,960,3,3,320,1,f16,f32,8350.0,1536.8672,10.8499,1307.4,0.0083,True
219,unet,conv_2d_nchw_fchw_1x128x128x960x1x1x320_f16xf16xf32_stride1,1,128,128,960,1,1,320,1,f16,f32,505.0,189.7761,19.9333,1307.4,0.0152,True
220,unet,conv_2d_nchw_fchw_1x128x128x640x3x3x320_f16xf16xf32_stride1,1,128,128,640,3,3,320,1,f16,f32,5130.0,1304.776,11.7735,1307.4,0.009,True
221,unet,conv_2d_nchw_fchw_1x128x128x640x1x1x320_f16xf16xf32_stride1,1,128,128,640,1,1,320,1,f16,f32,358.0,158.4526,18.7455,1307.4,0.0143,True
222,unet,conv_2d_nchw_fchw_1x128x128x320x3x3x16_f16xf16xf32_stride1,1,128,128,320,3,3,16,1,f16,f32,370.0,126.2844,4.0809,1307.4,0.0031,True
223,unet,conv_2d_nchw_fchw_2x128x128x16x3x3x320_f16xf16xf32_stride1,2,128,128,16,3,3,320,1,f16,f32,247.0,70.04,12.2263,1307.4,0.0094,True
224,unet,conv_2d_nchw_fchw_2x128x128x320x3x3x320_f16xf16xf32_stride1,2,128,128,320,3,3,320,1,f16,f32,4680.0,923.259,12.9056,1307.4,0.0099,True
225,unet,conv_2d_nchw_fchw_2x64x64x320x3x3x320_f16xf16xf32_stride2,2,64,64,320,3,3,320,2,f16,f32,1010.0,444.6133,14.95,1307.4,0.0114,True
226,unet,conv_2d_nchw_fchw_2x64x64x320x3x3x640_f16xf16xf32_stride1,2,64,64,320,3,3,640,1,f16,f32,1520.0,998.8552,19.8678,1307.4,0.0152,True
227,unet,conv_2d_nchw_fchw_2x64x64x640x3x3x640_f16xf16xf32_stride1,2,64,64,640,3,3,640,1,f16,f32,3160.0,1529.23,19.1133,1307.4,0.0146,True
228,unet,conv_2d_nchw_fchw_2x64x64x320x1x1x640_f16xf16xf32_stride1,2,64,64,320,1,1,640,1,f16,f32,230.0,126.0308,14.5889,1307.4,0.0112,True
229,unet,conv_2d_nchw_fchw_2x32x32x640x3x3x640_f16xf16xf32_stride2,2,32,32,640,3,3,640,2,f16,f32,883.0,635.3124,17.1002,1307.4,0.0131,True
230,unet,conv_2d_nchw_fchw_2x32x32x640x3x3x1280_f16xf16xf32_stride1,2,32,32,640,3,3,1280,1,f16,f32,1140.0,1071.2386,26.4903,1307.4,0.0203,True
231,unet,conv_2d_nchw_fchw_2x32x32x1280x3x3x1280_f16xf16xf32_stride1,2,32,32,1280,3,3,1280,1,f16,f32,2950.0,1315.9839,20.4739,1307.4,0.0157,True
232,unet,conv_2d_nchw_fchw_2x32x32x640x1x1x1280_f16xf16xf32_stride1,2,32,32,640,1,1,1280,1,f16,f32,179.0,227.5556,18.7455,1307.4,0.0143,True
233,unet,conv_2d_nchw_fchw_2x32x32x2560x3x3x1280_f16xf16xf32_stride1,2,32,32,2560,3,3,1280,1,f16,f32,5880.0,1485.7028,20.5435,1307.4,0.0157,True
234,unet,conv_2d_nchw_fchw_2x32x32x2560x1x1x1280_f16xf16xf32_stride1,2,32,32,2560,1,1,1280,1,f16,f32,505.0,487.619,26.5778,1307.4,0.0203,True
235,unet,conv_2d_nchw_fchw_2x32x32x1920x3x3x1280_f16xf16xf32_stride1,2,32,32,1920,3,3,1280,1,f16,f32,4040.0,1424.4663,22.425,1307.4,0.0172,True
236,unet,conv_2d_nchw_fchw_2x32x32x1920x1x1x1280_f16xf16xf32_stride1,2,32,32,1920,1,1,1280,1,f16,f32,380.0,432.6761,26.4903,1307.4,0.0203,True
237,unet,conv_2d_nchw_fchw_2x64x64x1280x3x3x1280_f16xf16xf32_stride1,2,64,64,1280,3,3,1280,1,f16,f32,24700.0,2577.3389,9.781,1307.4,0.0075,True
238,unet,conv_2d_nchw_fchw_2x64x64x1920x3x3x640_f16xf16xf32_stride1,2,64,64,1920,3,3,640,1,f16,f32,21000.0,2367.1866,8.6283,1307.4,0.0066,True
239,unet,conv_2d_nchw_fchw_2x64x64x1920x1x1x640_f16xf16xf32_stride1,2,64,64,1920,1,1,640,1,f16,f32,775.0,366.806,25.9776,1307.4,0.0199,True
240,unet,conv_2d_nchw_fchw_2x64x64x1280x3x3x640_f16xf16xf32_stride1,2,64,64,1280,3,3,640,1,f16,f32,12400.0,2081.9767,9.7416,1307.4,0.0075,True
241,unet,conv_2d_nchw_fchw_2x64x64x1280x1x1x640_f16xf16xf32_stride1,2,64,64,1280,1,1,640,1,f16,f32,593.0,307.9699,22.6337,1307.4,0.0173,True
242,unet,conv_2d_nchw_fchw_2x64x64x960x3x3x640_f16xf16xf32_stride1,2,64,64,960,3,3,640,1,f16,f32,4480.0,1858.1035,20.2225,1307.4,0.0155,True
243,unet,conv_2d_nchw_fchw_2x64x64x960x1x1x640_f16xf16xf32_stride1,2,64,64,960,1,1,640,1,f16,f32,450.0,265.3996,22.3696,1307.4,0.0171,True
244,unet,conv_2d_nchw_fchw_2x128x128x640x3x3x640_f16xf16xf32_stride1,2,128,128,640,3,3,640,1,f16,f32,24100.0,1795.9169,10.0246,1307.4,0.0077,True
245,unet,conv_2d_nchw_fchw_2x128x128x960x3x3x320_f16xf16xf32_stride1,2,128,128,960,3,3,320,1,f16,f32,21000.0,1612.4956,8.6283,1307.4,0.0066,True
246,unet,conv_2d_nchw_fchw_2x128x128x960x1x1x320_f16xf16xf32_stride1,2,128,128,960,1,1,320,1,f16,f32,1420.0,190.8816,14.1779,1307.4,0.0108,True
247,unet,conv_2d_nchw_fchw_2x128x128x640x3x3x320_f16xf16xf32_stride1,2,128,128,640,3,3,320,1,f16,f32,12200.0,1358.8849,9.9013,1307.4,0.0076,True
248,unet,conv_2d_nchw_fchw_2x128x128x640x1x1x320_f16xf16xf32_stride1,2,128,128,640,1,1,320,1,f16,f32,902.0,159.2225,14.88,1307.4,0.0114,True
249,unet,conv_2d_nchw_fchw_2x128x128x320x3x3x16_f16xf16xf32_stride1,2,128,128,320,3,3,16,1,f16,f32,552.0,126.773,5.4708,1307.4,0.0042,True
250,unet,conv_2d_nchw_fchw_4x128x128x16x3x3x320_f16xf16xf32_stride1,4,128,128,16,3,3,320,1,f16,f32,405.0,70.1149,14.9131,1307.4,0.0114,True
251,unet,conv_2d_nchw_fchw_4x128x128x320x3x3x320_f16xf16xf32_stride1,4,128,128,320,3,3,320,1,f16,f32,10600.0,936.4515,11.3958,1307.4,0.0087,True
252,unet,conv_2d_nchw_fchw_4x64x64x320x3x3x320_f16xf16xf32_stride2,4,64,64,320,3,3,320,2,f16,f32,2700.0,457.0153,11.1848,1307.4,0.0086,True
253,unet,conv_2d_nchw_fchw_4x64x64x320x3x3x640_f16xf16xf32_stride1,4,64,64,320,3,3,640,1,f16,f32,3070.0,1063.7042,19.6736,1307.4,0.015,True
254,unet,conv_2d_nchw_fchw_4x64x64x640x3x3x640_f16xf16xf32_stride1,4,64,64,640,3,3,640,1,f16,f32,9780.0,1686.6571,12.3513,1307.4,0.0094,True
255,unet,conv_2d_nchw_fchw_4x64x64x320x1x1x640_f16xf16xf32_stride1,4,64,64,320,1,1,640,1,f16,f32,390.0,127.0078,17.2074,1307.4,0.0132,True
256,unet,conv_2d_nchw_fchw_4x32x32x640x3x3x640_f16xf16xf32_stride2,4,32,32,640,3,3,640,2,f16,f32,1680.0,751.9429,17.9756,1307.4,0.0137,True
257,unet,conv_2d_nchw_fchw_4x32x32x640x3x3x1280_f16xf16xf32_stride1,4,32,32,640,3,3,1280,1,f16,f32,2160.0,1450.6247,27.962,1307.4,0.0214,True
258,unet,conv_2d_nchw_fchw_4x32x32x1280x3x3x1280_f16xf16xf32_stride1,4,32,32,1280,3,3,1280,1,f16,f32,5780.0,1938.9349,20.899,1307.4,0.016,True
259,unet,conv_2d_nchw_fchw_4x32x32x640x1x1x1280_f16xf16xf32_stride1,4,32,32,640,1,1,1280,1,f16,f32,242.0,240.9412,27.7309,1307.4,0.0212,True
260,unet,conv_2d_nchw_fchw_4x32x32x2560x3x3x1280_f16xf16xf32_stride1,4,32,32,2560,3,3,1280,1,f16,f32,13200.0,2331.3202,18.3024,1307.4,0.014,True
261,unet,conv_2d_nchw_fchw_4x32x32x2560x1x1x1280_f16xf16xf32_stride1,4,32,32,2560,1,1,1280,1,f16,f32,762.0,553.5135,35.2278,1307.4,0.0269,True
262,unet,conv_2d_nchw_fchw_4x32x32x1920x3x3x1280_f16xf16xf32_stride1,4,32,32,1920,3,3,1280,1,f16,f32,9070.0,2183.9941,19.9773,1307.4,0.0153,True
263,unet,conv_2d_nchw_fchw_4x32x32x1920x1x1x1280_f16xf16xf32_stride1,4,32,32,1920,1,1,1280,1,f16,f32,552.0,483.7795,36.4722,1307.4,0.0279,True
264,unet,conv_2d_nchw_fchw_4x64x64x1280x3x3x1280_f16xf16xf32_stride1,4,64,64,1280,3,3,1280,1,f16,f32,54500.0,3058.4599,8.8658,1307.4,0.0068,True
265,unet,conv_2d_nchw_fchw_4x64x64x1920x3x3x640_f16xf16xf32_stride1,4,64,64,1920,3,3,640,1,f16,f32,42300.0,2766.9617,8.5671,1307.4,0.0066,True
266,unet,conv_2d_nchw_fchw_4x64x64x1920x1x1x640_f16xf16xf32_stride1,4,64,64,1920,1,1,640,1,f16,f32,1590.0,375.2061,25.3241,1307.4,0.0194,True
267,unet,conv_2d_nchw_fchw_4x64x64x1280x3x3x640_f16xf16xf32_stride1,4,64,64,1280,3,3,640,1,f16,f32,26300.0,2385.0546,9.186,1307.4,0.007,True
268,unet,conv_2d_nchw_fchw_4x64x64x1280x1x1x640_f16xf16xf32_stride1,4,64,64,1280,1,1,640,1,f16,f32,1040.0,313.8697,25.8111,1307.4,0.0197,True
269,unet,conv_2d_nchw_fchw_4x64x64x960x3x3x640_f16xf16xf32_stride1,4,64,64,960,3,3,640,1,f16,f32,16800.0,2095.7859,10.7854,1307.4,0.0082,True
270,unet,conv_2d_nchw_fchw_4x64x64x960x1x1x640_f16xf16xf32_stride1,4,64,64,960,1,1,640,1,f16,f32,790.0,269.7695,25.4844,1307.4,0.0195,True
271,unet,conv_2d_nchw_fchw_4x128x128x640x3x3x640_f16xf16xf32_stride1,4,128,128,640,3,3,640,1,f16,f32,51900.0,1846.518,9.3099,1307.4,0.0071,True
272,unet,conv_2d_nchw_fchw_4x128x128x960x3x3x320_f16xf16xf32_stride1,4,128,128,960,3,3,320,1,f16,f32,44800.0,1653.1714,8.089,1307.4,0.0062,True
273,unet,conv_2d_nchw_fchw_4x128x128x960x1x1x320_f16xf16xf32_stride1,4,128,128,960,1,1,320,1,f16,f32,3330.0,191.4391,12.0917,1307.4,0.0092,True
274,unet,conv_2d_nchw_fchw_4x128x128x640x3x3x320_f16xf16xf32_stride1,4,128,128,640,3,3,320,1,f16,f32,27000.0,1387.6579,8.9478,1307.4,0.0068,True
275,unet,conv_2d_nchw_fchw_4x128x128x640x1x1x320_f16xf16xf32_stride1,4,128,128,640,1,1,320,1,f16,f32,2120.0,159.6103,12.662,1307.4,0.0097,True
276,unet,conv_2d_nchw_fchw_4x128x128x320x3x3x16_f16xf16xf32_stride1,4,128,128,320,3,3,16,1,f16,f32,2220.0,127.0187,2.7206,1307.4,0.0021,True
