index,tag,name,B,H,W,C,P,Q,F,S,input_dtype,output_dtype,mean_microseconds,arithmetic_intensity,tflops,roofline_tflops,roofline_percent,ok
285,unet,conv_2d_nchw_fchw_8x32x32x1280x3x3x1280_f16xf16xf32_stride1,8,32,32,1280,3,3,1280,1,f16,f32,1040.0,2540.155,232.2999,1307.4,0.1777,True
286,unet,conv_2d_nchw_fchw_8x32x32x640x1x1x1280_f16xf16xf32_stride1,8,32,32,640,1,1,1280,1,f16,f32,97.0,248.2424,138.3688,1307.4,0.1058,True
287,unet,conv_2d_nchw_fchw_8x32x32x2560x3x3x1280_f16xf16xf32_stride1,8,32,32,2560,3,3,1280,1,f16,f32,2100.0,3258.6961,230.0875,1307.4,0.176,True
288,unet,conv_2d_nchw_fchw_8x32x32x2560x1x1x1280_f16xf16xf32_stride1,8,32,32,2560,1,1,1280,1,f16,f32,208.0,593.6232,258.111,1307.4,0.1974,True
289,unet,conv_2d_nchw_fchw_8x32x32x1920x3x3x1280_f16xf16xf32_stride1,8,32,32,1920,3,3,1280,1,f16,f32,1390.0,2977.9064,260.7107,1307.4,0.1994,True
290,unet,conv_2d_nchw_fchw_8x32x32x1920x1x1x1280_f16xf16xf32_stride1,8,32,32,1920,1,1,1280,1,f16,f32,166.0,514.1423,242.5622,1307.4,0.1855,True
291,unet,conv_2d_nchw_fchw_8x64x64x1280x3x3x1280_f16xf16xf32_stride1,8,64,64,1280,3,3,1280,1,f16,f32,3010.0,3373.3143,321.0524,1307.4,0.2456,True
292,unet,conv_2d_nchw_fchw_8x64x64x1920x3x3x640_f16xf16xf32_stride1,8,64,64,1920,3,3,640,1,f16,f32,2210.0,3022.1554,327.9528,1307.4,0.2508,True
293,unet,conv_2d_nchw_fchw_8x64x64x1920x1x1x640_f16xf16xf32_stride1,8,64,64,1920,1,1,640,1,f16,f32,251.0,379.5521,320.8392,1307.4,0.2454,True
294,unet,conv_2d_nchw_fchw_8x64x64x1280x3x3x640_f16xf16xf32_stride1,8,64,64,1280,3,3,640,1,f16,f32,1620.0,2572.2809,298.2616,1307.4,0.2281,True
295,unet,conv_2d_nchw_fchw_8x64x64x1280x1x1x640_f16xf16xf32_stride1,8,64,64,1280,1,1,640,1,f16,f32,188.0,316.9052,285.5696,1307.4,0.2184,True
296,unet,conv_2d_nchw_fchw_8x64x64x960x3x3x640_f16xf16xf32_stride1,8,64,64,960,3,3,640,1,f16,f32,1030.0,2238.9877,351.8329,1307.4,0.2691,True
297,unet,conv_2d_nchw_fchw_8x64x64x960x1x1x640_f16xf16xf32_stride1,8,64,64,960,1,1,640,1,f16,f32,157.0,272.0089,256.467,1307.4,0.1962,True
298,unet,conv_2d_nchw_fchw_8x128x128x640x3x3x640_f16xf16xf32_stride1,8,128,128,640,3,3,640,1,f16,f32,2660.0,1872.9031,363.2961,1307.4,0.2779,True
299,unet,conv_2d_nchw_fchw_8x128x128x960x3x3x320_f16xf16xf32_stride1,8,128,128,960,3,3,320,1,f16,f32,3200.0,1674.2887,226.4924,1307.4,0.1732,True
300,unet,conv_2d_nchw_fchw_8x128x128x960x1x1x320_f16xf16xf32_stride1,8,128,128,960,1,1,320,1,f16,f32,327.0,191.7192,246.2711,1307.4,0.1884,True
301,unet,conv_2d_nchw_fchw_8x128x128x640x3x3x320_f16xf16xf32_stride1,8,128,128,640,3,3,320,1,f16,f32,2140.0,1402.5062,225.7868,1307.4,0.1727,True
302,unet,conv_2d_nchw_fchw_8x128x128x640x1x1x320_f16xf16xf32_stride1,8,128,128,640,1,1,320,1,f16,f32,235.0,159.8049,228.4557,1307.4,0.1747,True
303,unet,conv_2d_nchw_fchw_8x128x128x320x3x3x16_f16xf16xf32_stride1,8,128,128,320,3,3,16,1,f16,f32,321.0,127.1419,37.6311,1307.4,0.0288,True
