index,tag,name,B,H,W,C,P,Q,F,S,input_dtype,output_dtype,mean_microseconds,arithmetic_intensity,tflops,roofline_tflops,roofline_percent,ok
141,unet,conv_2d_nhwc_hwcf_2x128x128x320x3x3x16_f16xf16xf32_stride1,2,128,128,320,3,3,16,1,f16,f32,141.0,126.773,21.4177,1307.4,0.0164,True
142,unet,conv_2d_nhwc_hwcf_4x128x128x16x3x3x320_f16xf16xf32_stride1,4,128,128,16,3,3,320,1,f16,f32,80.0,70.1149,75.4975,1307.4,0.0577,True
143,unet,conv_2d_nhwc_hwcf_4x128x128x320x3x3x320_f16xf16xf32_stride1,4,128,128,320,3,3,320,1,f16,f32,543.0,936.4515,222.4603,1307.4,0.1702,True
144,unet,conv_2d_nhwc_hwcf_4x64x64x320x3x3x320_f16xf16xf32_stride2,4,64,64,320,3,3,320,2,f16,f32,173.0,457.0153,174.5606,1307.4,0.1335,True
145,unet,conv_2d_nhwc_hwcf_4x64x64x320x3x3x640_f16xf16xf32_stride1,4,64,64,320,3,3,640,1,f16,f32,200.0,1063.7042,301.9899,1307.4,0.231,True
146,unet,conv_2d_nhwc_hwcf_4x64x64x640x3x3x640_f16xf16xf32_stride1,4,64,64,640,3,3,640,1,f16,f32,333.0,1686.6571,362.7506,1307.4,0.2775,True
147,unet,conv_2d_nhwc_hwcf_4x64x64x320x1x1x640_f16xf16xf32_stride1,4,64,64,320,1,1,640,1,f16,f32,83.0,127.0078,80.8541,1307.4,0.0618,True
148,unet,conv_2d_nhwc_hwcf_4x32x32x640x3x3x640_f16xf16xf32_stride2,4,32,32,640,3,3,640,2,f16,f32,200.0,751.9429,150.9949,1307.4,0.1155,True
149,unet,conv_2d_nhwc_hwcf_4x32x32x640x3x3x1280_f16xf16xf32_stride1,4,32,32,640,3,3,1280,1,f16,f32,266.0,1450.6247,227.0601,1307.4,0.1737,True
150,unet,conv_2d_nhwc_hwcf_4x32x32x1280x3x3x1280_f16xf16xf32_stride1,4,32,32,1280,3,3,1280,1,f16,f32,475.0,1938.9349,254.3073,1307.4,0.1945,True
151,unet,conv_2d_nhwc_hwcf_4x32x32x640x1x1x1280_f16xf16xf32_stride1,4,32,32,640,1,1,1280,1,f16,f32,86.0,240.9412,78.0336,1307.4,0.0597,True
152,unet,conv_2d_nhwc_hwcf_4x32x32x2560x3x3x1280_f16xf16xf32_stride1,4,32,32,2560,3,3,1280,1,f16,f32,901.0,2331.3202,268.1375,1307.4,0.2051,True
153,unet,conv_2d_nhwc_hwcf_4x32x32x2560x1x1x1280_f16xf16xf32_stride1,4,32,32,2560,1,1,1280,1,f16,f32,173.0,553.5135,155.165,1307.4,0.1187,True
154,unet,conv_2d_nhwc_hwcf_4x32x32x1920x3x3x1280_f16xf16xf32_stride1,4,32,32,1920,3,3,1280,1,f16,f32,680.0,2183.9941,266.4617,1307.4,0.2038,True
155,unet,conv_2d_nhwc_hwcf_4x32x32x1920x1x1x1280_f16xf16xf32_stride1,4,32,32,1920,1,1,1280,1,f16,f32,137.0,483.7795,146.9537,1307.4,0.1124,True
156,unet,conv_2d_nhwc_hwcf_4x64x64x1280x3x3x1280_f16xf16xf32_stride1,4,64,64,1280,3,3,1280,1,f16,f32,1080.0,3058.4599,447.3924,1307.4,0.3422,True
157,unet,conv_2d_nhwc_hwcf_4x64x64x1920x3x3x640_f16xf16xf32_stride1,4,64,64,1920,3,3,640,1,f16,f32,887.0,2766.9617,408.5545,1307.4,0.3125,True
158,unet,conv_2d_nhwc_hwcf_4x64x64x1920x1x1x640_f16xf16xf32_stride1,4,64,64,1920,1,1,640,1,f16,f32,181.0,375.2061,222.4603,1307.4,0.1702,True
159,unet,conv_2d_nhwc_hwcf_4x64x64x1280x3x3x640_f16xf16xf32_stride1,4,64,64,1280,3,3,640,1,f16,f32,655.0,2385.0546,368.8426,1307.4,0.2821,True
160,unet,conv_2d_nhwc_hwcf_4x64x64x1280x1x1x640_f16xf16xf32_stride1,4,64,64,1280,1,1,640,1,f16,f32,146.0,313.8697,183.8599,1307.4,0.1406,True
161,unet,conv_2d_nhwc_hwcf_4x64x64x960x3x3x640_f16xf16xf32_stride1,4,64,64,960,3,3,640,1,f16,f32,471.0,2095.7859,384.7005,1307.4,0.2942,True
162,unet,conv_2d_nhwc_hwcf_4x64x64x960x1x1x640_f16xf16xf32_stride1,4,64,64,960,1,1,640,1,f16,f32,122.0,269.7695,165.0218,1307.4,0.1262,True
163,unet,conv_2d_nhwc_hwcf_4x128x128x640x3x3x640_f16xf16xf32_stride1,4,128,128,640,3,3,640,1,f16,f32,962.0,1846.518,502.2701,1307.4,0.3842,True
164,unet,conv_2d_nhwc_hwcf_4x128x128x960x3x3x320_f16xf16xf32_stride1,4,128,128,960,3,3,320,1,f16,f32,1450.0,1653.1714,249.9227,1307.4,0.1912,True
165,unet,conv_2d_nhwc_hwcf_4x128x128x960x1x1x320_f16xf16xf32_stride1,4,128,128,960,1,1,320,1,f16,f32,185.0,191.4391,217.6504,1307.4,0.1665,True
166,unet,conv_2d_nhwc_hwcf_4x128x128x640x3x3x320_f16xf16xf32_stride1,4,128,128,640,3,3,320,1,f16,f32,920.0,1387.6579,262.5999,1307.4,0.2009,True
167,unet,conv_2d_nhwc_hwcf_4x128x128x640x1x1x320_f16xf16xf32_stride1,4,128,128,640,1,1,320,1,f16,f32,148.0,159.6103,181.3753,1307.4,0.1387,True
168,unet,conv_2d_nhwc_hwcf_4x128x128x320x3x3x16_f16xf16xf32_stride1,4,128,128,320,3,3,16,1,f16,f32,140.0,127.0187,43.1414,1307.4,0.033,True
169,unet,conv_2d_nhwc_hwcf_8x128x128x16x3x3x320_f16xf16xf32_stride1,8,128,128,16,3,3,320,1,f16,f32,98.0,70.1524,123.2612,1307.4,0.0943,True
170,unet,conv_2d_nhwc_hwcf_8x128x128x320x3x3x320_f16xf16xf32_stride1,8,128,128,320,3,3,320,1,f16,f32,941.0,943.1902,256.7395,1307.4,0.1964,True
171,unet,conv_2d_nhwc_hwcf_8x64x64x320x3x3x320_f16xf16xf32_stride2,8,64,64,320,3,3,320,2,f16,f32,308.0,463.4795,196.0973,1307.4,0.15,True
172,unet,conv_2d_nhwc_hwcf_8x64x64x320x3x3x640_f16xf16xf32_stride1,8,64,64,320,3,3,640,1,f16,f32,300.0,1099.3924,402.6532,1307.4,0.308,True
173,unet,conv_2d_nhwc_hwcf_8x64x64x640x3x3x640_f16xf16xf32_stride1,8,64,64,640,3,3,640,1,f16,f32,537.0,1778.1851,449.8918,1307.4,0.3441,True
174,unet,conv_2d_nhwc_hwcf_8x64x64x320x1x1x640_f16xf16xf32_stride1,8,64,64,320,1,1,640,1,f16,f32,103.0,127.5019,130.3085,1307.4,0.0997,True
175,unet,conv_2d_nhwc_hwcf_8x32x32x640x3x3x640_f16xf16xf32_stride2,8,32,32,640,3,3,640,2,f16,f32,257.0,827.9394,235.0116,1307.4,0.1798,True
176,unet,conv_2d_nhwc_hwcf_8x32x32x640x3x3x1280_f16xf16xf32_stride1,8,32,32,640,3,3,1280,1,f16,f32,351.0,1762.7735,344.148,1307.4,0.2632,True
177,unet,conv_2d_nhwc_hwcf_8x32x32x1280x3x3x1280_f16xf16xf32_stride1,8,32,32,1280,3,3,1280,1,f16,f32,647.0,2540.155,373.4033,1307.4,0.2856,True
178,unet,conv_2d_nhwc_hwcf_8x32x32x640x1x1x1280_f16xf16xf32_stride1,8,32,32,640,1,1,1280,1,f16,f32,101.0,248.2424,132.8888,1307.4,0.1016,True
179,unet,conv_2d_nhwc_hwcf_8x32x32x2560x3x3x1280_f16xf16xf32_stride1,8,32,32,2560,3,3,1280,1,f16,f32,1240.0,3258.6961,389.6644,1307.4,0.298,True
180,unet,conv_2d_nhwc_hwcf_8x32x32x2560x1x1x1280_f16xf16xf32_stride1,8,32,32,2560,1,1,1280,1,f16,f32,224.0,593.6232,239.6745,1307.4,0.1833,True
181,unet,conv_2d_nhwc_hwcf_8x32x32x1920x3x3x1280_f16xf16xf32_stride1,8,32,32,1920,3,3,1280,1,f16,f32,942.0,2977.9064,384.7005,1307.4,0.2942,True
182,unet,conv_2d_nhwc_hwcf_8x32x32x1920x1x1x1280_f16xf16xf32_stride1,8,32,32,1920,1,1,1280,1,f16,f32,185.0,514.1423,217.6504,1307.4,0.1665,True
183,unet,conv_2d_nhwc_hwcf_8x64x64x1280x3x3x1280_f16xf16xf32_stride1,8,64,64,1280,3,3,1280,1,f16,f32,1930.0,3373.3143,500.7086,1307.4,0.383,True
184,unet,conv_2d_nhwc_hwcf_8x64x64x1920x3x3x640_f16xf16xf32_stride1,8,64,64,1920,3,3,640,1,f16,f32,1560.0,3022.1554,464.5998,1307.4,0.3554,True
185,unet,conv_2d_nhwc_hwcf_8x64x64x1920x1x1x640_f16xf16xf32_stride1,8,64,64,1920,1,1,640,1,f16,f32,275.0,379.5521,292.8387,1307.4,0.224,True
186,unet,conv_2d_nhwc_hwcf_8x64x64x1280x3x3x640_f16xf16xf32_stride1,8,64,64,1280,3,3,640,1,f16,f32,1100.0,2572.2809,439.258,1307.4,0.336,True
187,unet,conv_2d_nhwc_hwcf_8x64x64x1280x1x1x640_f16xf16xf32_stride1,8,64,64,1280,1,1,640,1,f16,f32,210.0,316.9052,255.6528,1307.4,0.1955,True
188,unet,conv_2d_nhwc_hwcf_8x64x64x960x3x3x640_f16xf16xf32_stride1,8,64,64,960,3,3,640,1,f16,f32,787.0,2238.9877,460.4674,1307.4,0.3522,True
189,unet,conv_2d_nhwc_hwcf_8x64x64x960x1x1x640_f16xf16xf32_stride1,8,64,64,960,1,1,640,1,f16,f32,170.0,272.0089,236.8548,1307.4,0.1812,True
190,unet,conv_2d_nhwc_hwcf_8x128x128x640x3x3x640_f16xf16xf32_stride1,8,128,128,640,3,3,640,1,f16,f32,1780.0,1872.9031,542.9032,1307.4,0.4153,True
191,unet,conv_2d_nhwc_hwcf_8x128x128x960x3x3x320_f16xf16xf32_stride1,8,128,128,960,3,3,320,1,f16,f32,2610.0,1674.2887,277.6919,1307.4,0.2124,True
192,unet,conv_2d_nhwc_hwcf_8x128x128x960x1x1x320_f16xf16xf32_stride1,8,128,128,960,1,1,320,1,f16,f32,324.0,191.7192,248.5513,1307.4,0.1901,True
193,unet,conv_2d_nhwc_hwcf_8x128x128x640x3x3x320_f16xf16xf32_stride1,8,128,128,640,3,3,320,1,f16,f32,1630.0,1402.5062,296.4318,1307.4,0.2267,True
194,unet,conv_2d_nhwc_hwcf_8x128x128x640x1x1x320_f16xf16xf32_stride1,8,128,128,640,1,1,320,1,f16,f32,241.0,159.8049,222.768,1307.4,0.1704,True
195,unet,conv_2d_nhwc_hwcf_8x128x128x320x3x3x16_f16xf16xf32_stride1,8,128,128,320,3,3,16,1,f16,f32,190.0,127.1419,63.5768,1307.4,0.0486,True
196,unet,conv_2d_nchw_fchw_1x128x128x16x3x3x320_f16xf16xf32_stride1,1,128,128,16,3,3,320,1,f16,f32,74.0,69.8906,20.4047,1307.4,0.0156,True
197,unet,conv_2d_nchw_fchw_1x128x128x320x3x3x320_f16xf16xf32_stride1,1,128,128,320,3,3,320,1,f16,f32,311.0,897.9584,97.1029,1307.4,0.0743,True
198,unet,conv_2d_nchw_fchw_1x64x64x320x3x3x320_f16xf16xf32_stride2,1,64,64,320,3,3,320,2,f16,f32,235.0,421.7246,32.1266,1307.4,0.0246,True
199,unet,conv_2d_nchw_fchw_1x64x64x320x3x3x640_f16xf16xf32_stride1,1,64,64,320,3,3,640,1,f16,f32,168.0,890.3004,89.8779,1307.4,0.0687,True
200,unet,conv_2d_nchw_fchw_1x64x64x640x3x3x640_f16xf16xf32_stride1,1,64,64,640,3,3,640,1,f16,f32,291.0,1288.6694,103.7766,1307.4,0.0794,True
201,unet,conv_2d_nchw_fchw_1x64x64x320x1x1x640_f16xf16xf32_stride1,1,64,64,320,1,1,640,1,f16,f32,65.0,124.1212,25.8111,1307.4,0.0197,True
202,unet,conv_2d_nchw_fchw_1x32x32x640x3x3x640_f16xf16xf32_stride2,1,32,32,640,3,3,640,2,f16,f32,300.0,484.8931,25.1658,1307.4,0.0192,True
203,unet,conv_2d_nchw_fchw_1x32x32x640x3x3x1280_f16xf16xf32_stride1,1,32,32,640,3,3,1280,1,f16,f32,297.0,703.3437,50.84,1307.4,0.0389,True
204,unet,conv_2d_nchw_fchw_1x32x32x1280x3x3x1280_f16xf16xf32_stride1,1,32,32,1280,3,3,1280,1,f16,f32,564.0,801.1736,53.5443,1307.4,0.041,True
205,unet,conv_2d_nchw_fchw_1x32x32x640x1x1x1280_f16xf16xf32_stride1,1,32,32,640,1,1,1280,1,f16,f32,70.0,204.8,23.9675,1307.4,0.0183,True
206,unet,conv_2d_nchw_fchw_1x32x32x2560x3x3x1280_f16xf16xf32_stride1,1,32,32,2560,3,3,1280,1,f16,f32,1070.0,861.0569,56.4467,1307.4,0.0432,True
207,unet,conv_2d_nchw_fchw_1x32x32x2560x1x1x1280_f16xf16xf32_stride1,1,32,32,2560,1,1,1280,1,f16,f32,109.0,393.8462,61.5678,1307.4,0.0471,True
208,unet,conv_2d_nchw_fchw_1x32x32x1920x3x3x1280_f16xf16xf32_stride1,1,32,32,1920,3,3,1280,1,f16,f32,764.0,840.1253,59.2912,1307.4,0.0454,True
209,unet,conv_2d_nchw_fchw_1x32x32x1920x1x1x1280_f16xf16xf32_stride1,1,32,32,1920,1,1,1280,1,f16,f32,93.0,357.2093,54.1201,1307.4,0.0414,True
210,unet,conv_2d_nchw_fchw_1x64x64x1280x3x3x1280_f16xf16xf32_stride1,1,64,64,1280,3,3,1280,1,f16,f32,564.0,1960.5252,214.1772,1307.4,0.1638,True
211,unet,conv_2d_nchw_fchw_1x64x64x1920x3x3x640_f16xf16xf32_stride1,1,64,64,1920,3,3,640,1,f16,f32,755.0,1836.5044,119.996,1307.4,0.0918,True
212,unet,conv_2d_nchw_fchw_1x64x64x1920x1x1x640_f16xf16xf32_stride1,1,64,64,1920,1,1,640,1,f16,f32,101.0,351.0857,99.6666,1307.4,0.0762,True
213,unet,conv_2d_nchw_fchw_1x64x64x1280x3x3x640_f16xf16xf32_stride1,1,64,64,1280,3,3,640,1,f16,f32,552.0,1660.0732,109.4166,1307.4,0.0837,True
214,unet,conv_2d_nchw_fchw_1x64x64x1280x1x1x640_f16xf16xf32_stride1,1,64,64,1280,1,1,640,1,f16,f32,76.0,296.8116,88.3011,1307.4,0.0675,True
215,unet,conv_2d_nchw_fchw_1x64x64x960x3x3x640_f16xf16xf32_stride1,1,64,64,960,3,3,640,1,f16,f32,389.0,1514.5699,116.4485,1307.4,0.0891,True
216,unet,conv_2d_nchw_fchw_1x64x64x960x1x1x640_f16xf16xf32_stride1,1,64,64,960,1,1,640,1,f16,f32,73.0,257.0711,68.9475,1307.4,0.0527,True
217,unet,conv_2d_nchw_fchw_1x128x128x640x3x3x640_f16xf16xf32_stride1,1,128,128,640,3,3,640,1,f16,f32,467.0,1702.6023,258.6637,1307.4,0.1978,True
218,unet,conv_2d_nchw_fchw_1x128x128x960x3x3x320_f16xf16xf32_stride1,1,128,128,960,3,3,320,1,f16,f32,803.0,1536.8672,112.8231,1307.4,0.0863,True
219,unet,conv_2d_nchw_fchw_1x128x128x960x1x1x320_f16xf16xf32_stride1,1,128,128,960,1,1,320,1,f16,f32,91.0,189.7761,110.619,1307.4,0.0846,True
220,unet,conv_2d_nchw_fchw_1x128x128x640x3x3x320_f16xf16xf32_stride1,1,128,128,640,3,3,320,1,f16,f32,560.0,1304.776,107.8535,1307.4,0.0825,True
221,unet,conv_2d_nchw_fchw_1x128x128x640x1x1x320_f16xf16xf32_stride1,1,128,128,640,1,1,320,1,f16,f32,81.0,158.4526,82.8504,1307.4,0.0634,True
222,unet,conv_2d_nchw_fchw_1x128x128x320x3x3x16_f16xf16xf32_stride1,1,128,128,320,3,3,16,1,f16,f32,199.0,126.2844,7.5877,1307.4,0.0058,True
223,unet,conv_2d_nchw_fchw_2x128x128x16x3x3x320_f16xf16xf32_stride1,2,128,128,16,3,3,320,1,f16,f32,87.0,70.04,34.7115,1307.4,0.0266,True
224,unet,conv_2d_nchw_fchw_2x128x128x320x3x3x320_f16xf16xf32_stride1,2,128,128,320,3,3,320,1,f16,f32,434.0,923.259,139.1658,1307.4,0.1064,True
225,unet,conv_2d_nchw_fchw_2x64x64x320x3x3x320_f16xf16xf32_stride2,2,64,64,320,3,3,320,2,f16,f32,232.0,444.6133,65.084,1307.4,0.0498,True
226,unet,conv_2d_nchw_fchw_2x64x64x320x3x3x640_f16xf16xf32_stride1,2,64,64,320,3,3,640,1,f16,f32,178.0,998.8552,169.6572,1307.4,0.1298,True
227,unet,conv_2d_nchw_fchw_2x64x64x640x3x3x640_f16xf16xf32_stride1,2,64,64,640,3,3,640,1,f16,f32,303.0,1529.23,199.3333,1307.4,0.1525,True
228,unet,conv_2d_nchw_fchw_2x64x64x320x1x1x640_f16xf16xf32_stride1,2,64,64,320,1,1,640,1,f16,f32,73.0,126.0308,45.965,1307.4,0.0352,True
229,unet,conv_2d_nchw_fchw_2x32x32x640x3x3x640_f16xf16xf32_stride2,2,32,32,640,3,3,640,2,f16,f32,287.0,635.3124,52.6115,1307.4,0.0402,True
230,unet,conv_2d_nchw_fchw_2x32x32x640x3x3x1280_f16xf16xf32_stride1,2,32,32,640,3,3,1280,1,f16,f32,288.0,1071.2386,104.8576,1307.4,0.0802,True
231,unet,conv_2d_nchw_fchw_2x32x32x1280x3x3x1280_f16xf16xf32_stride1,2,32,32,1280,3,3,1280,1,f16,f32,565.0,1315.9839,106.8991,1307.4,0.0818,True
232,unet,conv_2d_nchw_fchw_2x32x32x640x1x1x1280_f16xf16xf32_stride1,2,32,32,640,1,1,1280,1,f16,f32,70.0,227.5556,47.9349,1307.4,0.0367,True
233,unet,conv_2d_nchw_fchw_2x32x32x2560x3x3x1280_f16xf16xf32_stride1,2,32,32,2560,3,3,1280,1,f16,f32,1050.0,1485.7028,115.0438,1307.4,0.088,True
234,unet,conv_2d_nchw_fchw_2x32x32x2560x1x1x1280_f16xf16xf32_stride1,2,32,32,2560,1,1,1280,1,f16,f32,114.0,487.619,117.7348,1307.4,0.0901,True
235,unet,conv_2d_nchw_fchw_2x32x32x1920x3x3x1280_f16xf16xf32_stride1,2,32,32,1920,3,3,1280,1,f16,f32,757.0,1424.4663,119.679,1307.4,0.0915,True
236,unet,conv_2d_nchw_fchw_2x32x32x1920x1x1x1280_f16xf16xf32_stride1,2,32,32,1920,1,1,1280,1,f16,f32,96.0,432.6761,104.8576,1307.4,0.0802,True
237,unet,conv_2d_nchw_fchw_2x64x64x1280x3x3x1280_f16xf16xf32_stride1,2,64,64,1280,3,3,1280,1,f16,f32,994.0,2577.3389,243.0502,1307.4,0.1859,True
238,unet,conv_2d_nchw_fchw_2x64x64x1920x3x3x640_f16xf16xf32_stride1,2,64,64,1920,3,3,640,1,f16,f32,904.0,2367.1866,200.4358,1307.4,0.1533,True
239,unet,conv_2d_nchw_fchw_2x64x64x1920x1x1x640_f16xf16xf32_stride1,2,64,64,1920,1,1,640,1,f16,f32,130.0,366.806,154.8666,1307.4,0.1185,True
240,unet,conv_2d_nchw_fchw_2x64x64x1280x3x3x640_f16xf16xf32_stride1,2,64,64,1280,3,3,640,1,f16,f32,642.0,2081.9767,188.1557,1307.4,0.1439,True
241,unet,conv_2d_nchw_fchw_2x64x64x1280x1x1x640_f16xf16xf32_stride1,2,64,64,1280,1,1,640,1,f16,f32,106.0,307.9699,126.6205,1307.4,0.0968,True
242,unet,conv_2d_nchw_fchw_2x64x64x960x3x3x640_f16xf16xf32_stride1,2,64,64,960,3,3,640,1,f16,f32,411.0,1858.1035,220.4306,1307.4,0.1686,True
243,unet,conv_2d_nchw_fchw_2x64x64x960x1x1x640_f16xf16xf32_stride1,2,64,64,960,1,1,640,1,f16,f32,102.0,265.3996,98.6895,1307.4,0.0755,True
244,unet,conv_2d_nchw_fchw_2x128x128x640x3x3x640_f16xf16xf32_stride1,2,128,128,640,3,3,640,1,f16,f32,742.0,1795.9169,325.5956,1307.4,0.249,True
245,unet,conv_2d_nchw_fchw_2x128x128x960x3x3x320_f16xf16xf32_stride1,2,128,128,960,3,3,320,1,f16,f32,1150.0,1612.4956,157.5599,1307.4,0.1205,True
246,unet,conv_2d_nchw_fchw_2x128x128x960x1x1x320_f16xf16xf32_stride1,2,128,128,960,1,1,320,1,f16,f32,120.0,190.8816,167.7722,1307.4,0.1283,True
247,unet,conv_2d_nchw_fchw_2x128x128x640x3x3x320_f16xf16xf32_stride1,2,128,128,640,3,3,320,1,f16,f32,789.0,1358.8849,153.1001,1307.4,0.1171,True
248,unet,conv_2d_nchw_fchw_2x128x128x640x1x1x320_f16xf16xf32_stride1,2,128,128,640,1,1,320,1,f16,f32,112.0,159.2225,119.8373,1307.4,0.0917,True
249,unet,conv_2d_nchw_fchw_2x128x128x320x3x3x16_f16xf16xf32_stride1,2,128,128,320,3,3,16,1,f16,f32,325.0,126.773,9.292,1307.4,0.0071,True
250,unet,conv_2d_nchw_fchw_4x128x128x16x3x3x320_f16xf16xf32_stride1,4,128,128,16,3,3,320,1,f16,f32,96.0,70.1149,62.9146,1307.4,0.0481,True
251,unet,conv_2d_nchw_fchw_4x128x128x320x3x3x320_f16xf16xf32_stride1,4,128,128,320,3,3,320,1,f16,f32,645.0,936.4515,187.2806,1307.4,0.1432,True
252,unet,conv_2d_nchw_fchw_4x64x64x320x3x3x320_f16xf16xf32_stride2,4,64,64,320,3,3,320,2,f16,f32,318.0,457.0153,94.9654,1307.4,0.0726,True
253,unet,conv_2d_nchw_fchw_4x64x64x320x3x3x640_f16xf16xf32_stride1,4,64,64,320,3,3,640,1,f16,f32,266.0,1063.7042,227.0601,1307.4,0.1737,True
254,unet,conv_2d_nchw_fchw_4x64x64x640x3x3x640_f16xf16xf32_stride1,4,64,64,640,3,3,640,1,f16,f32,471.0,1686.6571,256.467,1307.4,0.1962,True
255,unet,conv_2d_nchw_fchw_4x64x64x320x1x1x640_f16xf16xf32_stride1,4,64,64,320,1,1,640,1,f16,f32,90.0,127.0078,74.5654,1307.4,0.057,True
256,unet,conv_2d_nchw_fchw_4x32x32x640x3x3x640_f16xf16xf32_stride2,4,32,32,640,3,3,640,2,f16,f32,299.0,751.9429,101.0,1307.4,0.0773,True
257,unet,conv_2d_nchw_fchw_4x32x32x640x3x3x1280_f16xf16xf32_stride1,4,32,32,640,3,3,1280,1,f16,f32,302.0,1450.6247,199.9933,1307.4,0.153,True
258,unet,conv_2d_nchw_fchw_4x32x32x1280x3x3x1280_f16xf16xf32_stride1,4,32,32,1280,3,3,1280,1,f16,f32,579.0,1938.9349,208.6286,1307.4,0.1596,True
259,unet,conv_2d_nchw_fchw_4x32x32x640x1x1x1280_f16xf16xf32_stride1,4,32,32,640,1,1,1280,1,f16,f32,83.0,240.9412,80.8541,1307.4,0.0618,True
260,unet,conv_2d_nchw_fchw_4x32x32x2560x3x3x1280_f16xf16xf32_stride1,4,32,32,2560,3,3,1280,1,f16,f32,1210.0,2331.3202,199.6627,1307.4,0.1527,True
261,unet,conv_2d_nchw_fchw_4x32x32x2560x1x1x1280_f16xf16xf32_stride1,4,32,32,2560,1,1,1280,1,f16,f32,165.0,553.5135,162.6882,1307.4,0.1244,True
262,unet,conv_2d_nchw_fchw_4x32x32x1920x3x3x1280_f16xf16xf32_stride1,4,32,32,1920,3,3,1280,1,f16,f32,768.0,2183.9941,235.9296,1307.4,0.1805,True
263,unet,conv_2d_nchw_fchw_4x32x32x1920x1x1x1280_f16xf16xf32_stride1,4,32,32,1920,1,1,1280,1,f16,f32,136.0,483.7795,148.0343,1307.4,0.1132,True
264,unet,conv_2d_nchw_fchw_4x64x64x1280x3x3x1280_f16xf16xf32_stride1,4,64,64,1280,3,3,1280,1,f16,f32,1640.0,3058.4599,294.6243,1307.4,0.2254,True
265,unet,conv_2d_nchw_fchw_4x64x64x1920x3x3x640_f16xf16xf32_stride1,4,64,64,1920,3,3,640,1,f16,f32,1380.0,2766.9617,262.5999,1307.4,0.2009,True
266,unet,conv_2d_nchw_fchw_4x64x64x1920x1x1x640_f16xf16xf32_stride1,4,64,64,1920,1,1,640,1,f16,f32,166.0,375.2061,242.5622,1307.4,0.1855,True
267,unet,conv_2d_nchw_fchw_4x64x64x1280x3x3x640_f16xf16xf32_stride1,4,64,64,1280,3,3,640,1,f16,f32,992.0,2385.0546,243.5402,1307.4,0.1863,True
268,unet,conv_2d_nchw_fchw_4x64x64x1280x1x1x640_f16xf16xf32_stride1,4,64,64,1280,1,1,640,1,f16,f32,142.0,313.8697,189.0391,1307.4,0.1446,True
269,unet,conv_2d_nchw_fchw_4x64x64x960x3x3x640_f16xf16xf32_stride1,4,64,64,960,3,3,640,1,f16,f32,654.0,2095.7859,277.0549,1307.4,0.2119,True
270,unet,conv_2d_nchw_fchw_4x64x64x960x1x1x640_f16xf16xf32_stride1,4,64,64,960,1,1,640,1,f16,f32,116.0,269.7695,173.5574,1307.4,0.1328,True
271,unet,conv_2d_nchw_fchw_4x128x128x640x3x3x640_f16xf16xf32_stride1,4,128,128,640,3,3,640,1,f16,f32,1350.0,1846.518,357.9139,1307.4,0.2738,True
272,unet,conv_2d_nchw_fchw_4x128x128x960x3x3x320_f16xf16xf32_stride1,4,128,128,960,3,3,320,1,f16,f32,1820.0,1653.1714,199.1142,1307.4,0.1523,True
273,unet,conv_2d_nchw_fchw_4x128x128x960x1x1x320_f16xf16xf32_stride1,4,128,128,960,1,1,320,1,f16,f32,180.0,191.4391,223.6962,1307.4,0.1711,True
274,unet,conv_2d_nchw_fchw_4x128x128x640x3x3x320_f16xf16xf32_stride1,4,128,128,640,3,3,320,1,f16,f32,1220.0,1387.6579,198.0262,1307.4,0.1515,True
275,unet,conv_2d_nchw_fchw_4x128x128x640x1x1x320_f16xf16xf32_stride1,4,128,128,640,1,1,320,1,f16,f32,153.0,159.6103,175.448,1307.4,0.1342,True
276,unet,conv_2d_nchw_fchw_4x128x128x320x3x3x16_f16xf16xf32_stride1,4,128,128,320,3,3,16,1,f16,f32,319.0,127.0187,18.9335,1307.4,0.0145,True
277,unet,conv_2d_nchw_fchw_8x128x128x16x3x3x320_f16xf16xf32_stride1,8,128,128,16,3,3,320,1,f16,f32,131.0,70.1524,92.2107,1307.4,0.0705,True
278,unet,conv_2d_nchw_fchw_8x128x128x320x3x3x320_f16xf16xf32_stride1,8,128,128,320,3,3,320,1,f16,f32,1090.0,943.1902,221.644,1307.4,0.1695,True
279,unet,conv_2d_nchw_fchw_8x64x64x320x3x3x320_f16xf16xf32_stride2,8,64,64,320,3,3,320,2,f16,f32,444.0,463.4795,136.0315,1307.4,0.104,True
280,unet,conv_2d_nchw_fchw_8x64x64x320x3x3x640_f16xf16xf32_stride1,8,64,64,320,3,3,640,1,f16,f32,377.0,1099.3924,320.4137,1307.4,0.2451,True
281,unet,conv_2d_nchw_fchw_8x64x64x640x3x3x640_f16xf16xf32_stride1,8,64,64,640,3,3,640,1,f16,f32,734.0,1778.1851,329.1443,1307.4,0.2518,True
282,unet,conv_2d_nchw_fchw_8x64x64x320x1x1x640_f16xf16xf32_stride1,8,64,64,320,1,1,640,1,f16,f32,104.0,127.5019,129.0555,1307.4,0.0987,True
283,unet,conv_2d_nchw_fchw_8x32x32x640x3x3x640_f16xf16xf32_stride2,8,32,32,640,3,3,640,2,f16,f32,295.0,827.9394,204.7389,1307.4,0.1566,True
284,unet,conv_2d_nchw_fchw_8x32x32x640x3x3x1280_f16xf16xf32_stride1,8,32,32,640,3,3,1280,1,f16,f32,481.0,1762.7735,251.135,1307.4,0.1921,True
