index,tag,name,vmfb_hash,M,N,K,dtype,tA,tB,runtime_dim,mean_microseconds,arithmetic_intensity,tflops,ok
160,llama70bskinny,gemm_2560_4_8192_f16_f32_tB,759c6f7f7159a2985de527b1bfab9fde,2560,4,8192,f16,N,T,,102.0,3.9918,1.6448,True
161,llama70bskinny,gemm_2560_8_8192_f16_f32_tB,14fca77ddcad2c511b47ceb15c06bf28,2560,8,8192,f16,N,T,,98.0,7.9673,3.4239,True
162,llama70bskinny,gemm_2560_16_8192_f16_f32_tB,f00911853755056d4a53ab626508f0f9,2560,16,8192,f16,N,T,,81.0,15.8698,8.285,True
163,llama70bskinny,gemm_2560_32_8192_f16_f32_tB,aa846df325e2e3b5f28fac397b3c9acd,2560,32,8192,f16,N,T,,94.0,31.4835,14.2785,True
164,llama70bskinny,gemm_8192_2_2048_f16_f32_tB,b3c16c8843a5c31fa894c5afe5a3c78e,8192,2,2048,f16,N,T,,63.0,1.9976,1.0652,True
165,llama70bskinny,gemm_8192_4_2048_f16_f32_tB,f9c49ed8b070b159790c5365a3d1cb60,8192,4,2048,f16,N,T,,85.0,3.9903,1.579,True
166,llama70bskinny,gemm_8192_8_2048_f16_f32_tB,531fd7b59f18275fedfe93825a01f244,8192,8,2048,f16,N,T,,65.0,7.9611,4.1298,True
167,llama70bskinny,gemm_8192_16_2048_f16_f32_tB,f0c1e885a002c3d05280761d3543f0f7,8192,16,2048,f16,N,T,,64.0,15.8453,8.3886,True
168,llama70bskinny,gemm_8192_32_2048_f16_f32_tB,c48b5c83b9c66366ff9cf8ced6966d2c,8192,32,2048,f16,N,T,,63.0,31.387,17.0435,True
169,llama70bskinny,gemm_14336_2_8192_f16_f32_tB,54420b01908a557cf709f82f12c288cd,14336,2,8192,f16,N,T,,146.0,1.9992,3.2175,True
170,llama70bskinny,gemm_14336_4_8192_f16_f32_tB,70d67d1b67d014214578443e53a042a8,14336,4,8192,f16,N,T,,236.0,3.9969,3.981,True
171,llama70bskinny,gemm_14336_8_8192_f16_f32_tB,abb0e5d540cafda58716567e6847a01d,14336,8,8192,f16,N,T,,113.0,7.9877,16.6287,True
172,llama70bskinny,gemm_14336_16_8192_f16_f32_tB,41c2bb3599329968772dc0b4d34cf7ad,14336,16,8192,f16,N,T,,93.0,15.951,40.4096,True
173,llama70bskinny,gemm_14336_32_8192_f16_f32_tB,2029d225aad6f0f8ebb6ace51fbfec4a,14336,32,8192,f16,N,T,,101.0,31.8048,74.4178,True
174,llama70bskinny,gemm_8192_2_7168_f16_f32_tB,690dab7ece1556c759f034f2e4b41778,8192,2,7168,f16,N,T,,107.0,1.999,2.1951,True
175,llama70bskinny,gemm_8192_4_7168_f16_f32_tB,e4407cb911a3d53cf30f283ad9d9b498,8192,4,7168,f16,N,T,,139.0,3.9958,3.3796,True
176,llama70bskinny,gemm_8192_8_7168_f16_f32_tB,3553b746b9d00d8b869449e807f0ed12,8192,8,7168,f16,N,T,,104.0,7.9833,9.0339,True
177,llama70bskinny,gemm_8192_16_7168_f16_f32_tB,08e2f85562fb1601b6e3bb84833cc4da,8192,16,7168,f16,N,T,,83.0,15.9333,22.6391,True
178,llama70bskinny,gemm_8192_32_7168_f16_f32_tB,0dc9f2321892f1fd70433d1b9e26e372,8192,32,7168,f16,N,T,,86.0,31.7344,43.6988,True
179,llama70bskinny,gemm_4000_2_8192_f16_f32_tB,7e20c414d969edf21fce447bf4cbf73c,4000,2,8192,f16,N,T,,84.0,1.9985,1.5604,True
180,llama70bskinny,gemm_4000_4_8192_f16_f32_tB,b3217a16533e6546ec4505ec36013d7b,4000,4,8192,f16,N,T,,109.0,3.9941,2.405,True
181,llama70bskinny,gemm_4000_8_8192_f16_f32_tB,3fbb9b44ca84757d88ed5b2a4a7debac,4000,8,8192,f16,N,T,,87.0,7.9763,6.0263,True
182,llama70bskinny,gemm_4000_16_8192_f16_f32_tB,84e2af0adec948e729b8b26f8a438927,4000,16,8192,f16,N,T,,80.0,15.9053,13.1072,True
183,llama70bskinny,gemm_4000_32_8192_f16_f32_tB,0f52acfe5b8d95b118a7790d84f0c734,4000,32,8192,f16,N,T,,87.0,31.6235,24.1052,True
184,llama70bskinny,gemm_1280_2_8192_f16_f32_tB,c1c2ab58f91239676526d001eecbf12e,1280,2,8192,f16,N,T,,65.0,1.9964,0.6453,True
185,llama70bskinny,gemm_1280_4_8192_f16_f32_tB,46a42f23b5a8e84b1ae02f910f3b73f6,1280,4,8192,f16,N,T,,83.0,3.9856,1.0107,True
186,llama70bskinny,gemm_1280_8_8192_f16_f32_tB,4c291fa9ac307635495ec087506e70af,1280,8,8192,f16,N,T,,76.0,7.9426,2.2075,True
187,llama70bskinny,gemm_1280_16_8192_f16_f32_tB,02052a8ef0128ad0728a467bb0e056c4,1280,16,8192,f16,N,T,,80.0,15.772,4.1943,True
188,llama70bskinny,gemm_1280_32_8192_f16_f32_tB,7d4feb24279c85036d31fe2d0f58da77,1280,32,8192,f16,N,T,,95.0,31.101,7.0641,True
189,llama70bskinny,gemm_8192_2_1024_f16_f32_tB,a68ac0e74b10d6c16089c101aba71c20,8192,2,1024,f16,N,T,,61.0,1.9956,0.5501,True
190,llama70bskinny,gemm_8192_4_1024_f16_f32_tB,6aa0c2c1327fce4a6280e707f205111a,8192,4,1024,f16,N,T,,64.0,3.9825,1.0486,True
191,llama70bskinny,gemm_8192_8_1024_f16_f32_tB,910dd41b86d957fe763673f6d893e5ac,8192,8,1024,f16,N,T,,61.0,7.9303,2.2003,True
192,llama70bskinny,gemm_8192_16_1024_f16_f32_tB,21890a03a6c3f1414527c8ab6c4d0df3,8192,16,1024,f16,N,T,,58.0,15.7236,4.6282,True
193,llama70bskinny,gemm_8192_32_1024_f16_f32_tB,d43e0c98d16f387fe5c371608296a724,8192,32,1024,f16,N,T,,57.0,30.9132,9.4188,True
194,llama70bskinny,gemm_7168_2_8192_f16_f32_tB,3154ade0530e49d5f5947f1681039a13,7168,2,8192,f16,N,T,,101.0,1.999,2.3256,True
195,llama70bskinny,gemm_7168_4_8192_f16_f32_tB,a35c995f730f73e4b73629bd315ae0fb,7168,4,8192,f16,N,T,,145.0,3.9958,3.2397,True
196,llama70bskinny,gemm_7168_8_8192_f16_f32_tB,406be2a4951e313bcdef03bc14d1ccd5,7168,8,8192,f16,N,T,,96.0,7.9833,9.7867,True
197,llama70bskinny,gemm_7168_16_8192_f16_f32_tB,3f7a12491758badcb9f3991963dea3aa,7168,16,8192,f16,N,T,,82.0,15.9333,22.9152,True
198,llama70bskinny,gemm_7168_32_8192_f16_f32_tB,77172be45ba2815a5e175b6652680ddd,7168,32,8192,f16,N,T,,84.0,31.7344,44.7392,True
199,llama70bskinny,gemm_8192_2_3584_f16_f32_tB,ec3701b617b25708789d4435999d32c5,8192,2,3584,f16,N,T,,310.0,1.9984,0.3788,True
200,llama70bskinny,gemm_8192_4_3584_f16_f32_tB,393a7f3069d890acd4112025ce94d20d,8192,4,3584,f16,N,T,,542.0,3.9936,0.4334,True
201,llama70bskinny,gemm_8192_8_3584_f16_f32_tB,d99d57e8e417951cdde1294461e9eb09,8192,8,3584,f16,N,T,,78.0,7.9744,6.0226,True
202,llama70bskinny,gemm_8192_16_3584_f16_f32_tB,a8750e2ad493a760a7a4b330f19e2eb0,8192,16,3584,f16,N,T,,57.0,15.898,16.4829,True
203,llama70bskinny,gemm_8192_32_3584_f16_f32_tB,fdc4465f1ad1d7c23ee72554614f53b8,8192,32,3584,f16,N,T,,61.0,31.5945,30.8041,True
204,gpt4compute,gemm_2048_2048_1024_f16_f32,89bf2f8083937dc48ee39000c612828b,2048,2048,1024,f16,N,N,,79.0,512.0,108.7333,True
205,gpt4compute,gemm_2048_2048_8192_f16_f32,90cad11aa7448d67cbd8d21bbe29697d,2048,2048,8192,f16,N,N,,231.0,910.2222,297.4869,True
206,gpt4compute,gemm_2048_2048_65536_f16_f32,216933093c18ee1456f30d4c8378ad94,2048,2048,65536,f16,N,N,,2820.0,1008.2462,194.9489,True
207,gpt4compute,gemm_2048_8192_1024_f16_f32,3c8ea36e1a13e0bcecfa3a35ad827299,2048,8192,1024,f16,N,N,,645.0,630.1538,53.2709,True
208,gpt4compute,gemm_2048_8192_8192_f16_f32,87280d07bd04448a4f86410da777a0d8,2048,8192,8192,f16,N,N,,3400.0,1365.3333,80.8464,True
209,gpt4compute,gemm_2048_8192_65536_f16_f32,d8dc24b04f6c436ecb482c42a29ecfa3,2048,8192,65536,f16,N,N,,8870.0,1598.439,247.9169,True
210,gpt4compute,gemm_8192_2048_1024_f16_f32,b9f9bea6063c813db731fd8f9646dac4,8192,2048,1024,f16,N,N,,131.0,630.1538,262.2881,True
211,gpt4compute,gemm_8192_2048_8192_f16_f32,c8b12c750be6b0b0132d834bc7152322,8192,2048,8192,f16,N,N,,723.0,1365.3333,380.1907,True
212,gpt4compute,gemm_8192_2048_65536_f16_f32,af53cde2e62b8eecc572de8176c551b7,8192,2048,65536,f16,N,N,,6830.0,1598.439,321.9653,True
213,gpt4compute,gemm_8192_8192_1024_f16_f32,2ef724a90565c1cca8d3757c1d7d92d5,8192,8192,1024,f16,N,N,,750.0,819.2,183.2519,True
214,gpt4compute,gemm_8192_8192_8192_f16_f32,4adc056ebb177f55aee8cf9a12b66632,8192,8192,8192,f16,N,N,,5220.0,2730.6667,210.6344,True
215,gpt4compute,gemm_8192_8192_65536_f16_f32,7f9cba577a805dd8d4181688821c43bd,8192,8192,65536,f16,N,N,,30200.0,3855.0588,291.2614,True
216,llama70bmemory,gemm_2_1280_8192_f16_f32_tB,2d957b29f44813f29c9daa0146e6faf0,2,1280,8192,f16,N,T,,114.0,1.9964,0.3679,True
217,llama70bmemory,gemm_2_3584_8192_f16_f32_tB,923da76aae2a1ff9b5ba3e7518e5c8e2,2,3584,8192,f16,N,T,,648.0,1.9984,0.1812,True
218,llama70bmemory,gemm_2_7168_8192_f16_f32_tB,9051988b75784bfb35eb945b14347754,2,7168,8192,f16,N,T,,604.0,1.999,0.3889,True
219,compute,gemm_4096_4096_8192_f16_f32,1eb906d5793cd3e04a366f7ee138209a,4096,4096,8192,f16,N,N,,3970.0,1638.4,69.2388,True
220,compute,gemm_4096_4096_8192_f16_f32_tB,71d5b86808bdaada3897d8d2cc8346d7,4096,4096,8192,f16,N,T,,2200.0,1638.4,124.9445,True
221,compute,gemm_4096_4096_8192_f16_f32_tA,0ce30044fcaf3a68ebdcf055efcb76b8,4096,4096,8192,f16,T,N,,2640.0,1638.4,104.1204,True
222,unet,gemm_2048_10240_1280_f16_f32,449fe24b66e768884697b833540a22ee,2048,10240,1280,f16,N,N,,1540.0,731.4286,34.8617,True
223,unet,gemm_2048_1280_1280_f16_f32,c10aef59327bab672e832259e35b3139,2048,1280,1280,f16,N,N,,449.0,487.619,14.9463,True
224,unet,gemm_2048_1280_5120_f16_f32,ae8181c4aa6159fe37df5aa3f63f0404,2048,1280,5120,f16,N,N,,872.0,682.6667,30.7839,True
225,unet,gemm_128_1280_2048_f16_f32,074d80293a61d99ab84ce5c5fb1b3df6,128,1280,2048,f16,N,N,,325.0,110.1075,2.0649,True
226,unet,gemm_8192_640_640_f16_f32,d9a8de71d64c318790d32ccb375d1b05,8192,640,640,f16,N,N,,311.0,307.9699,21.5784,True
227,unet,gemm_8192_640_2560_f16_f32,1fc0312b373be4a5d15a47dbc0ad567e,8192,640,2560,f16,N,N,,517.0,481.8824,51.9218,True
228,unet,gemm_8192_5120_640_f16_f32,3bff5696f59381229c7eb864ec0a24f1,8192,5120,640,f16,N,N,,675.0,531.9481,79.5364,True
229,unet,gemm_64_640_2048_f16_f32,d2fa4e9e57d7254cf918f3c8bb4fd8e6,64,640,2048,f16,N,N,,116.0,56.5746,1.4463,True
230,unet,gemm_64_1280_2048_f16_f32,fb9cc965526cbd84ac9b5e47b948d63b,64,1280,2048,f16,N,N,,75.0,59.1908,4.4739,True
231,unet,gemm_1024_1280_1280_f16_f32,709bef3b263e13ef8708484ad3e9b098,1024,1280,1280,f16,N,N,,49.0,393.8462,68.4784,True
232,unet,gemm_1024_1280_5120_f16_f32,1393c37a74d2c8cfac19d72c52db9bd9,1024,1280,5120,f16,N,N,,98.0,512.0,136.9569,True
233,unet,gemm_1024_10240_1280_f16_f32,6ae18fc1be974baf2280cc435e18041c,1024,10240,1280,f16,N,N,,123.0,538.9474,218.2402,True
234,unet,gemm_4096_640_640_f16_f32,c5fbf932861f080a153f389137d58bb7,4096,640,640,f16,N,N,,44.0,296.8116,76.2601,True
235,unet,gemm_4096_640_2560_f16_f32,301d059051db3e247d418c259611c33e,4096,640,2560,f16,N,N,,87.0,455.1111,154.2733,True
236,unet,gemm_4096_5120_640_f16_f32,607462fa92784ecff0e0165fc725fad9,4096,5120,640,f16,N,N,,113.0,499.5122,237.5535,True
237,tk,gemm_2048_10240_1280_f16_f32_tB,dd55c99ec8bb8cc99b50c8cd3a53e07f,2048,10240,1280,f16,N,T,,152.0,731.4286,353.2045,True
238,tk,gemm_2048_1280_1280_f16_f32_tB,79dfa7d20aeb6c9e1646f15a98c08f24,2048,1280,1280,f16,N,T,,60.0,487.619,111.8481,True
239,tk,gemm_2048_1280_5120_f16_f32_tB,d0062345b5cc34db81126642c2b88bb6,2048,1280,5120,f16,N,T,,156.0,682.6667,172.074,True
240,tk,gemm_128_1280_2048_f16_f32_tB,fc575ea2b5d64bdef23e8510265f1c74,128,1280,2048,f16,N,T,,62.0,110.1075,10.824,True
241,unet,gemm_8192_640_640_f16_f32_tB,4593a771533912b1e7ed0d7ba29556de,8192,640,640,f16,N,T,,61.0,307.9699,110.0145,True
242,unet,gemm_8192_640_2560_f16_f32_tB,1a75419ea7f809c8a99c8d6ae024e132,8192,640,2560,f16,N,T,,135.0,481.8824,198.8411,True
243,tk,gemm_8192_5120_640_f16_f32_tB,b81fddb0143bcae6ef0660cb5710642d,8192,5120,640,f16,N,T,,154.0,531.9481,348.6175,True
244,unet,gemm_64_640_2048_f16_f32_tB,44fab33ba06296f3f75b082a4db82abd,64,640,2048,f16,N,T,,60.0,56.5746,2.7962,True
245,unet,gemm_64_1280_2048_f16_f32_tB,f2dd8f96fe2f12089954c06b6b53ecc2,64,1280,2048,f16,N,T,,70.0,59.1908,4.7935,True
246,unet,gemm_1024_1280_1280_f16_f32_tB,c74509d9092da9aa178d38d91b3ac6e0,1024,1280,1280,f16,N,T,,59.0,393.8462,56.8719,True
247,unet,gemm_1024_1280_5120_f16_f32_tB,9f21f187a75348fa8f1cb05cb9b20a16,1024,1280,5120,f16,N,T,,102.0,512.0,131.586,True
248,unet,gemm_1024_10240_1280_f16_f32_tB,1876fa472f9cae88f45a1b67d5778176,1024,10240,1280,f16,N,T,,109.0,538.9474,246.2711,True
249,unet,gemm_4096_640_640_f16_f32_tB,d4e625184b24f69c3869bc7849cabb7e,4096,640,640,f16,N,T,,55.0,296.8116,61.0081,True
250,unet,gemm_4096_640_2560_f16_f32_tB,9ca337215455c90e995b202200cffd87,4096,640,2560,f16,N,T,,101.0,455.1111,132.8888,True
251,unet,gemm_4096_5120_640_f16_f32_tB,7c0c67bc70bceef2934a4e97e6e7d1a9,4096,5120,640,f16,N,T,,106.0,499.5122,253.241,True
252,square,gemm_128_128_128_f16_f32_tB,5499e1683df37f61e6d4aeeb2c0e7f33,128,128,128,f16,N,T,,46.0,42.6667,0.0912,True
253,square,gemm_256_256_256_f16_f32_tB,2f7a5c27223afe8850fe3748a61a1e8e,256,256,256,f16,N,T,,46.0,85.3333,0.7294,True
254,square,gemm_512_512_512_f16_f32_tB,d949e92eab1efc6f6ef628029205a4d4,512,512,512,f16,N,T,,54.0,170.6667,4.971,True
255,square,gemm_1024_1024_1024_f16_f32_tB,bb79ba6b0a5d6f7ec9970cf15fdff726,1024,1024,1024,f16,N,T,,55.0,341.3333,39.0452,True
256,square,gemm_2048_2048_2048_f16_f32_tB,6f0b961d84a341d5bafb84e1a65a979a,2048,2048,2048,f16,N,T,,84.0,682.6667,204.5223,True
257,square,gemm_4096_4096_4096_f16_f32_tB,b0975ff2bb6dd2a17b6d8f7fa67e9d08,4096,4096,4096,f16,N,T,,305.0,1365.3333,450.6195,True
258,square,gemm_8192_8192_8192_f16_f32_tB,dc2b6b1d84a70e2dd4d06f216d15ee52,8192,8192,8192,f16,N,T,,3140.0,2730.6667,350.1629,True
