index,tag,name,B,H,W,C,P,Q,F,S,dtype,output_dtype,mean_microseconds,arithmetic_intensity,tflops,roofline_tflops,roofline_percent,ok
787,miopen,conv_2d_nchw_fchw_2x59x91x896x1x1x2016_bf16xbf16xf32_stride2,2,59,91,896,1,1,2016,2,bf16,f32,851.0,232.051,45.585,1307.4,0.0349,True
788,miopen,conv_2d_nchw_fchw_2x59x91x896x1x1x896_bf16xbf16xf32_stride1,2,59,91,896,1,1,896,1,bf16,f32,147.0,290.5844,117.2876,1307.4,0.0897,True
789,miopen,conv_2d_nchw_fchw_4x1x1x112x1x1x448_bf16xbf16xf32_stride1,4,1,1,112,1,1,448,1,bf16,f32,60.0,3.7025,0.0067,1307.4,0.0,True
790,miopen,conv_2d_nchw_fchw_4x1x1x112x1x1x896_bf16xbf16xf32_stride1,4,1,1,112,1,1,896,1,bf16,f32,59.0,3.7178,0.0136,1307.4,0.0,True
791,miopen,conv_2d_nchw_fchw_4x1x1x2016x1x1x224_bf16xbf16xf32_stride1,4,1,1,2016,1,1,224,1,bf16,f32,179.0,3.9146,0.0202,1307.4,0.0,True
792,miopen,conv_2d_nchw_fchw_4x30x46x2016x1x1x2016_bf16xbf16xf32_stride1,4,30,46,2016,1,1,2016,1,bf16,f32,441.0,599.0698,101.7446,1307.4,0.0778,True
793,miopen,conv_2d_nchw_fchw_4x30x46x2016x1x1x4096_bf16xbf16xf32_stride1,4,30,46,2016,1,1,4096,1,bf16,f32,633.0,705.5353,144.0177,1307.4,0.1102,True
794,miopen,conv_2d_nchw_fchw_4x1x1x224x1x1x2016_bf16xbf16xf32_stride1,4,1,1,224,1,1,2016,1,bf16,f32,64.0,3.8547,0.0564,1307.4,0.0,True
795,miopen,conv_2d_nchw_fchw_4x1x1x224x1x1x56_bf16xbf16xf32_stride1,4,1,1,224,1,1,56,1,bf16,f32,58.0,3.6129,0.0017,1307.4,0.0,True
796,miopen,conv_2d_nchw_fchw_4x1x1x224x1x1x8_bf16xbf16xf32_stride1,4,1,1,224,1,1,8,1,bf16,f32,56.0,2.6047,0.0003,1307.4,0.0,True
797,miopen,conv_2d_nchw_fchw_4x1x1x224x1x1x896_bf16xbf16xf32_stride1,4,1,1,224,1,1,896,1,bf16,f32,78.0,3.8455,0.0206,1307.4,0.0,True
798,miopen,conv_2d_nchw_fchw_4x235x362x224x1x1x224_bf16xbf16xf32_stride1,4,235,362,224,1,1,224,1,bf16,f32,1130.0,74.6503,30.2193,1307.4,0.0231,True
799,miopen,conv_2d_nchw_fchw_4x235x362x224x1x1x448_bf16xbf16xf32_stride1,4,235,362,224,1,1,448,1,bf16,f32,1440.0,89.5764,47.4275,1307.4,0.0363,True
800,miopen,conv_2d_nchw_fchw_4x235x362x224x1x1x448_bf16xbf16xf32_stride2,4,235,362,224,1,1,448,2,bf16,f32,1500.0,55.9908,45.5304,1307.4,0.0348,True
801,miopen,conv_2d_nchw_fchw_4x235x363x224x1x1x224_bf16xbf16xf32_stride1,4,235,363,224,1,1,224,1,bf16,f32,584.0,74.6503,58.6337,1307.4,0.0448,True
802,miopen,conv_2d_nchw_fchw_4x235x363x224x1x1x448_bf16xbf16xf32_stride1,4,235,363,224,1,1,448,1,bf16,f32,845.0,89.5765,81.0464,1307.4,0.062,True
803,miopen,conv_2d_nchw_fchw_4x235x363x224x1x1x448_bf16xbf16xf32_stride2,4,235,363,224,1,1,448,2,bf16,f32,1490.0,55.9908,45.9626,1307.4,0.0352,True
804,miopen,conv_2d_nchw_fchw_4x938x1448x3x3x3x32_bf16xbf16xf32_stride2,4,938,1448,3,3,3,32,2,bf16,f32,987.0,11.3652,9.5117,1307.4,0.0073,True
805,miopen,conv_2d_nchw_fchw_4x940x1450x3x3x3x32_bf16xbf16xf32_stride2,4,940,1450,3,3,3,32,2,bf16,f32,1280.0,11.3652,7.3602,1307.4,0.0056,True
806,miopen,conv_2d_nchw_fchw_4x469x724x32x1x1x224_bf16xbf16xf32_stride1,4,469,724,32,1,1,224,1,bf16,f32,1250.0,14.9332,15.5772,1307.4,0.0119,True
807,miopen,conv_2d_nchw_fchw_4x469x724x32x1x1x224_bf16xbf16xf32_stride2,4,469,724,32,1,1,224,2,bf16,f32,1180.0,12.4443,16.5013,1307.4,0.0126,True
808,miopen,conv_2d_nchw_fchw_4x470x725x32x1x1x224_bf16xbf16xf32_stride1,4,470,725,32,1,1,224,1,bf16,f32,1430.0,14.9332,13.6643,1307.4,0.0105,True
809,miopen,conv_2d_nchw_fchw_4x470x725x32x1x1x224_bf16xbf16xf32_stride2,4,470,725,32,1,1,224,2,bf16,f32,1370.0,12.4443,14.2628,1307.4,0.0109,True
810,miopen,conv_2d_nchw_fchw_4x938x1448x4x1x1x3_bf16xbf16xf32_stride1,4,938,1448,4,1,1,3,1,bf16,f32,99.0,1.2,1.3171,1307.4,0.001,True
811,miopen,conv_2d_nchw_fchw_4x940x1450x4x1x1x3_bf16xbf16xf32_stride1,4,940,1450,4,1,1,3,1,bf16,f32,95.0,1.2,1.3773,1307.4,0.0011,True
812,miopen,conv_2d_nchw_fchw_4x1x1x448x1x1x112_bf16xbf16xf32_stride1,4,1,1,448,1,1,112,1,bf16,f32,65.0,3.7966,0.0062,1307.4,0.0,True
813,miopen,conv_2d_nchw_fchw_4x1x1x448x1x1x56_bf16xbf16xf32_stride1,4,1,1,448,1,1,56,1,bf16,f32,61.0,3.6721,0.0033,1307.4,0.0,True
814,miopen,conv_2d_nchw_fchw_4x118x181x448x1x1x448_bf16xbf16xf32_stride1,4,118,181,448,1,1,448,1,bf16,f32,597.0,149.0728,57.4424,1307.4,0.0439,True
815,miopen,conv_2d_nchw_fchw_4x118x181x448x1x1x896_bf16xbf16xf32_stride1,4,118,181,448,1,1,896,1,bf16,f32,710.0,178.8249,96.6002,1307.4,0.0739,True
816,miopen,conv_2d_nchw_fchw_4x118x181x448x1x1x896_bf16xbf16xf32_stride2,4,118,181,448,1,1,896,2,bf16,f32,730.0,111.8534,93.9537,1307.4,0.0719,True
817,miopen,conv_2d_nchw_fchw_4x118x182x448x1x1x448_bf16xbf16xf32_stride1,4,118,182,448,1,1,448,1,bf16,f32,572.0,149.0742,60.2842,1307.4,0.0461,True
818,miopen,conv_2d_nchw_fchw_4x118x182x448x1x1x896_bf16xbf16xf32_stride1,4,118,182,448,1,1,896,1,bf16,f32,701.0,178.827,98.381,1307.4,0.0752,True
819,miopen,conv_2d_nchw_fchw_4x118x182x448x1x1x896_bf16xbf16xf32_stride2,4,118,182,448,1,1,896,2,bf16,f32,719.0,111.8542,95.9181,1307.4,0.0734,True
820,miopen,conv_2d_nchw_fchw_4x1x1x56x1x1x224_bf16xbf16xf32_stride1,4,1,1,56,1,1,224,1,bf16,f32,56.0,3.4462,0.0018,1307.4,0.0,True
821,miopen,conv_2d_nchw_fchw_4x1x1x56x1x1x448_bf16xbf16xf32_stride1,4,1,1,56,1,1,448,1,bf16,f32,60.0,3.4729,0.0033,1307.4,0.0,True
822,miopen,conv_2d_nchw_fchw_4x1x1x8x1x1x224_bf16xbf16xf32_stride1,4,1,1,8,1,1,224,1,bf16,f32,61.0,1.9823,0.0002,1307.4,0.0,True
823,miopen,conv_2d_nchw_fchw_4x1x1x896x1x1x112_bf16xbf16xf32_stride1,4,1,1,896,1,1,112,1,bf16,f32,59.0,3.8291,0.0136,1307.4,0.0,True
824,miopen,conv_2d_nchw_fchw_4x1x1x896x1x1x224_bf16xbf16xf32_stride1,4,1,1,896,1,1,224,1,bf16,f32,61.0,3.8957,0.0263,1307.4,0.0,True
825,miopen,conv_2d_nchw_fchw_4x59x91x896x1x1x2016_bf16xbf16xf32_stride1,4,59,91,896,1,1,2016,1,bf16,f32,887.0,360.3944,87.4698,1307.4,0.0669,True
826,miopen,conv_2d_nchw_fchw_4x59x91x896x1x1x2016_bf16xbf16xf32_stride2,4,59,91,896,1,1,2016,2,bf16,f32,1740.0,234.5858,44.5895,1307.4,0.0341,True
827,miopen,conv_2d_nchw_fchw_4x59x91x896x1x1x896_bf16xbf16xf32_stride1,4,59,91,896,1,1,896,1,bf16,f32,251.0,294.5701,137.3807,1307.4,0.1051,True
828,miopen,conv_2d_nchw_fchw_6x1x1x112x1x1x448_bf16xbf16xf32_stride1,6,1,1,112,1,1,448,1,bf16,f32,55.0,5.3546,0.0109,1307.4,0.0,True
829,miopen,conv_2d_nchw_fchw_6x1x1x112x1x1x896_bf16xbf16xf32_stride1,6,1,1,112,1,1,896,1,bf16,f32,54.0,5.3868,0.0223,1307.4,0.0,True
830,miopen,conv_2d_nchw_fchw_6x1x1x2016x1x1x224_bf16xbf16xf32_stride1,6,1,1,2016,1,1,224,1,bf16,f32,63.0,5.8098,0.086,1307.4,0.0001,True
831,miopen,conv_2d_nchw_fchw_6x30x46x2016x1x1x1536_bf16xbf16xf32_stride1,6,30,46,2016,1,1,1536,1,bf16,f32,347.0,566.9326,147.779,1307.4,0.113,True
832,miopen,conv_2d_nchw_fchw_6x30x46x2016x1x1x2016_bf16xbf16xf32_stride1,6,30,46,2016,1,1,2016,1,bf16,f32,745.0,621.555,90.341,1307.4,0.0691,True
833,miopen,conv_2d_nchw_fchw_6x30x46x2016x1x1x2048_bf16xbf16xf32_stride1,6,30,46,2016,1,1,2048,1,bf16,f32,481.0,624.5637,142.1464,1307.4,0.1087,True
834,miopen,conv_2d_nchw_fchw_6x1x1x224x1x1x2016_bf16xbf16xf32_stride1,6,1,1,224,1,1,2016,1,bf16,f32,51.0,5.6789,0.1063,1307.4,0.0001,True
835,miopen,conv_2d_nchw_fchw_6x1x1x224x1x1x56_bf16xbf16xf32_stride1,6,1,1,224,1,1,56,1,bf16,f32,61.0,5.1692,0.0025,1307.4,0.0,True
836,miopen,conv_2d_nchw_fchw_6x1x1x224x1x1x8_bf16xbf16xf32_stride1,6,1,1,224,1,1,8,1,bf16,f32,48.0,3.3267,0.0004,1307.4,0.0,True
837,miopen,conv_2d_nchw_fchw_6x1x1x224x1x1x896_bf16xbf16xf32_stride1,6,1,1,224,1,1,896,1,bf16,f32,53.0,5.6589,0.0454,1307.4,0.0,True
838,miopen,conv_2d_nchw_fchw_6x235x363x224x1x1x224_bf16xbf16xf32_stride1,6,235,363,224,1,1,224,1,bf16,f32,741.0,74.6558,69.316,1307.4,0.053,True
839,miopen,conv_2d_nchw_fchw_6x235x363x224x1x1x448_bf16xbf16xf32_stride1,6,235,363,224,1,1,448,1,bf16,f32,1220.0,89.5843,84.2019,1307.4,0.0644,True
840,miopen,conv_2d_nchw_fchw_6x940x1450x3x3x3x32_bf16xbf16xf32_stride2,6,940,1450,3,3,3,32,2,bf16,f32,1300.0,11.3653,10.8704,1307.4,0.0083,True
841,miopen,conv_2d_nchw_fchw_6x470x725x32x1x1x224_bf16xbf16xf32_stride1,6,470,725,32,1,1,224,1,bf16,f32,1910.0,14.9332,15.3455,1307.4,0.0117,True
842,miopen,conv_2d_nchw_fchw_6x470x725x32x1x1x224_bf16xbf16xf32_stride2,6,470,725,32,1,1,224,2,bf16,f32,1640.0,12.4444,17.8719,1307.4,0.0137,True
843,miopen,conv_2d_nchw_fchw_6x940x1450x4x1x1x3_bf16xbf16xf32_stride1,6,940,1450,4,1,1,3,1,bf16,f32,114.0,1.2,1.7217,1307.4,0.0013,True
844,miopen,conv_2d_nchw_fchw_6x1x1x448x1x1x112_bf16xbf16xf32_stride1,6,1,1,448,1,1,112,1,bf16,f32,54.0,5.5537,0.0112,1307.4,0.0,True
845,miopen,conv_2d_nchw_fchw_6x1x1x448x1x1x56_bf16xbf16xf32_stride1,6,1,1,448,1,1,56,1,bf16,f32,52.0,5.2913,0.0058,1307.4,0.0,True
846,miopen,conv_2d_nchw_fchw_6x118x182x448x1x1x448_bf16xbf16xf32_stride1,6,118,182,448,1,1,448,1,bf16,f32,815.0,149.1605,63.4648,1307.4,0.0485,True
847,miopen,conv_2d_nchw_fchw_6x118x182x448x1x1x896_bf16xbf16xf32_stride1,6,118,182,448,1,1,896,1,bf16,f32,982.0,178.9511,105.3438,1307.4,0.0806,True
848,miopen,conv_2d_nchw_fchw_6x118x182x448x1x1x896_bf16xbf16xf32_stride2,6,118,182,448,1,1,896,2,bf16,f32,1040.0,111.9027,99.4689,1307.4,0.0761,True
849,miopen,conv_2d_nchw_fchw_6x1x1x56x1x1x224_bf16xbf16xf32_stride1,6,1,1,56,1,1,224,1,bf16,f32,58.0,4.8345,0.0026,1307.4,0.0,True
850,miopen,conv_2d_nchw_fchw_6x1x1x56x1x1x448_bf16xbf16xf32_stride1,6,1,1,56,1,1,448,1,bf16,f32,62.0,4.8873,0.0049,1307.4,0.0,True
851,miopen,conv_2d_nchw_fchw_6x1x1x8x1x1x224_bf16xbf16xf32_stride1,6,1,1,8,1,1,224,1,bf16,f32,50.0,2.3746,0.0004,1307.4,0.0,True
852,miopen,conv_2d_nchw_fchw_6x1x1x896x1x1x112_bf16xbf16xf32_stride1,6,1,1,896,1,1,112,1,bf16,f32,55.0,5.6234,0.0219,1307.4,0.0,True
853,miopen,conv_2d_nchw_fchw_6x1x1x896x1x1x224_bf16xbf16xf32_stride1,6,1,1,896,1,1,224,1,bf16,f32,59.0,5.7682,0.0408,1307.4,0.0,True
854,miopen,conv_2d_nchw_fchw_6x59x91x896x1x1x2016_bf16xbf16xf32_stride1,6,59,91,896,1,1,2016,1,bf16,f32,1300.0,362.4217,89.522,1307.4,0.0685,True
855,miopen,conv_2d_nchw_fchw_6x59x91x896x1x1x2016_bf16xbf16xf32_stride2,6,59,91,896,1,1,2016,2,bf16,f32,2570.0,235.443,45.2835,1307.4,0.0346,True
856,miopen,conv_2d_nchw_fchw_6x59x91x896x1x1x896_bf16xbf16xf32_stride1,6,59,91,896,1,1,896,1,bf16,f32,346.0,295.9231,149.4908,1307.4,0.1143,True
857,miopen,conv_2d_nchw_fchw_7x1x1x112x1x1x448_bf16xbf16xf32_stride1,7,1,1,112,1,1,448,1,bf16,f32,56.0,6.137,0.0125,1307.4,0.0,True
858,miopen,conv_2d_nchw_fchw_7x1x1x112x1x1x896_bf16xbf16xf32_stride1,7,1,1,112,1,1,896,1,bf16,f32,53.0,6.1793,0.0265,1307.4,0.0,True
859,miopen,conv_2d_nchw_fchw_7x1x1x2016x1x1x224_bf16xbf16xf32_stride1,7,1,1,2016,1,1,224,1,bf16,f32,61.0,6.7425,0.1036,1307.4,0.0001,True
860,miopen,conv_2d_nchw_fchw_7x30x46x2016x1x1x2016_bf16xbf16xf32_stride1,7,30,46,2016,1,1,2016,1,bf16,f32,868.0,628.2927,90.4625,1307.4,0.0692,True
861,miopen,conv_2d_nchw_fchw_7x30x46x2016x1x1x2048_bf16xbf16xf32_stride1,7,30,46,2016,1,1,2048,1,bf16,f32,571.0,631.3672,139.6984,1307.4,0.1069,True
862,miopen,conv_2d_nchw_fchw_7x1x1x224x1x1x2016_bf16xbf16xf32_stride1,7,1,1,224,1,1,2016,1,bf16,f32,49.0,6.5668,0.129,1307.4,0.0001,True
863,miopen,conv_2d_nchw_fchw_7x1x1x224x1x1x56_bf16xbf16xf32_stride1,7,1,1,224,1,1,56,1,bf16,f32,54.0,5.8947,0.0033,1307.4,0.0,True
864,miopen,conv_2d_nchw_fchw_7x1x1x224x1x1x8_bf16xbf16xf32_stride1,7,1,1,224,1,1,8,1,bf16,f32,52.0,3.6129,0.0005,1307.4,0.0,True
865,miopen,conv_2d_nchw_fchw_7x1x1x224x1x1x896_bf16xbf16xf32_stride1,7,1,1,224,1,1,896,1,bf16,f32,55.0,6.5401,0.0511,1307.4,0.0,True
866,miopen,conv_2d_nchw_fchw_7x235x363x224x1x1x224_bf16xbf16xf32_stride1,7,235,363,224,1,1,224,1,bf16,f32,805.0,74.6573,74.4394,1307.4,0.0569,True
867,miopen,conv_2d_nchw_fchw_7x235x363x224x1x1x448_bf16xbf16xf32_stride1,7,235,363,224,1,1,448,1,bf16,f32,1080.0,89.5866,110.9698,1307.4,0.0849,True
868,miopen,conv_2d_nchw_fchw_7x235x363x224x1x1x448_bf16xbf16xf32_stride2,7,235,363,224,1,1,448,2,bf16,f32,2960.0,55.9947,40.489,1307.4,0.031,True
869,miopen,conv_2d_nchw_fchw_7x940x1450x3x3x3x32_bf16xbf16xf32_stride2,7,940,1450,3,3,3,32,2,bf16,f32,1290.0,11.3653,12.7805,1307.4,0.0098,True
870,miopen,conv_2d_nchw_fchw_7x470x725x32x1x1x224_bf16xbf16xf32_stride1,7,470,725,32,1,1,224,1,bf16,f32,2260.0,14.9332,15.1305,1307.4,0.0116,True
871,miopen,conv_2d_nchw_fchw_7x470x725x32x1x1x224_bf16xbf16xf32_stride2,7,470,725,32,1,1,224,2,bf16,f32,1940.0,12.4444,17.6263,1307.4,0.0135,True
872,miopen,conv_2d_nchw_fchw_7x940x1450x4x1x1x3_bf16xbf16xf32_stride1,7,940,1450,4,1,1,3,1,bf16,f32,144.0,1.2,1.5902,1307.4,0.0012,True
873,miopen,conv_2d_nchw_fchw_7x1x1x448x1x1x112_bf16xbf16xf32_stride1,7,1,1,448,1,1,112,1,bf16,f32,53.0,6.4,0.0133,1307.4,0.0,True
874,miopen,conv_2d_nchw_fchw_7x1x1x448x1x1x56_bf16xbf16xf32_stride1,7,1,1,448,1,1,56,1,bf16,f32,61.0,6.0541,0.0058,1307.4,0.0,True
875,miopen,conv_2d_nchw_fchw_7x118x182x448x1x1x448_bf16xbf16xf32_stride1,7,118,182,448,1,1,448,1,bf16,f32,873.0,149.1851,69.1231,1307.4,0.0529,True
876,miopen,conv_2d_nchw_fchw_7x118x182x448x1x1x896_bf16xbf16xf32_stride1,7,118,182,448,1,1,896,1,bf16,f32,1060.0,178.9866,113.8575,1307.4,0.0871,True
877,miopen,conv_2d_nchw_fchw_7x118x182x448x1x1x896_bf16xbf16xf32_stride2,7,118,182,448,1,1,896,2,bf16,f32,1210.0,111.9166,99.7429,1307.4,0.0763,True
878,miopen,conv_2d_nchw_fchw_7x1x1x56x1x1x224_bf16xbf16xf32_stride1,7,1,1,56,1,1,224,1,bf16,f32,65.0,5.4634,0.0027,1307.4,0.0,True
879,miopen,conv_2d_nchw_fchw_7x1x1x56x1x1x448_bf16xbf16xf32_stride1,7,1,1,56,1,1,448,1,bf16,f32,54.0,5.5309,0.0065,1307.4,0.0,True
880,miopen,conv_2d_nchw_fchw_7x1x1x8x1x1x224_bf16xbf16xf32_stride1,7,1,1,8,1,1,224,1,bf16,f32,63.0,2.5169,0.0004,1307.4,0.0,True
881,miopen,conv_2d_nchw_fchw_7x1x1x896x1x1x112_bf16xbf16xf32_stride1,7,1,1,896,1,1,112,1,bf16,f32,62.0,6.4928,0.0227,1307.4,0.0,True
882,miopen,conv_2d_nchw_fchw_7x1x1x896x1x1x224_bf16xbf16xf32_stride1,7,1,1,896,1,1,224,1,bf16,f32,48.0,6.6866,0.0585,1307.4,0.0,True
883,miopen,conv_2d_nchw_fchw_7x59x91x896x1x1x2016_bf16xbf16xf32_stride1,7,59,91,896,1,1,2016,1,bf16,f32,1110.0,363.0051,122.3199,1307.4,0.0936,True
884,miopen,conv_2d_nchw_fchw_7x59x91x896x1x1x2016_bf16xbf16xf32_stride2,7,59,91,896,1,1,2016,2,bf16,f32,2590.0,235.6891,52.4228,1307.4,0.0401,True
885,miopen,conv_2d_nchw_fchw_7x59x91x896x1x1x896_bf16xbf16xf32_stride1,7,59,91,896,1,1,896,1,bf16,f32,392.0,296.3119,153.94,1307.4,0.1177,True
886,miopen,conv_2d_nchw_fchw_8x1x1x112x1x1x448_bf16xbf16xf32_stride1,8,1,1,112,1,1,448,1,bf16,f32,55.0,6.8923,0.0146,1307.4,0.0,True
887,miopen,conv_2d_nchw_fchw_8x1x1x112x1x1x896_bf16xbf16xf32_stride1,8,1,1,112,1,1,896,1,bf16,f32,63.0,6.9457,0.0255,1307.4,0.0,True
888,miopen,conv_2d_nchw_fchw_8x1x1x2016x1x1x224_bf16xbf16xf32_stride1,8,1,1,2016,1,1,224,1,bf16,f32,57.0,7.6654,0.1268,1307.4,0.0001,True
889,miopen,conv_2d_nchw_fchw_8x30x46x2016x1x1x1024_bf16xbf16xf32_stride1,8,30,46,2016,1,1,1024,1,bf16,f32,354.0,485.6241,128.7616,1307.4,0.0985,True
890,miopen,conv_2d_nchw_fchw_8x30x46x2016x1x1x1536_bf16xbf16xf32_stride1,8,30,46,2016,1,1,1536,1,bf16,f32,463.0,576.8061,147.6726,1307.4,0.113,True
891,miopen,conv_2d_nchw_fchw_8x30x46x2016x1x1x2016_bf16xbf16xf32_stride1,8,30,46,2016,1,1,2016,1,bf16,f32,771.0,633.4426,116.3927,1307.4,0.089,True
892,miopen,conv_2d_nchw_fchw_8x30x46x2016x1x1x768_bf16xbf16xf32_stride1,8,30,46,2016,1,1,768,1,bf16,f32,276.0,419.3353,123.863,1307.4,0.0947,True
893,miopen,conv_2d_nchw_fchw_8x1x1x224x1x1x2016_bf16xbf16xf32_stride1,8,1,1,224,1,1,2016,1,bf16,f32,52.0,7.4391,0.1389,1307.4,0.0001,True
894,miopen,conv_2d_nchw_fchw_8x1x1x224x1x1x56_bf16xbf16xf32_stride1,8,1,1,224,1,1,56,1,bf16,f32,58.0,6.5882,0.0035,1307.4,0.0,True
895,miopen,conv_2d_nchw_fchw_8x1x1x224x1x1x8_bf16xbf16xf32_stride1,8,1,1,224,1,1,8,1,bf16,f32,58.0,3.8621,0.0005,1307.4,0.0,True
896,miopen,conv_2d_nchw_fchw_8x1x1x224x1x1x896_bf16xbf16xf32_stride1,8,1,1,224,1,1,896,1,bf16,f32,50.0,7.405,0.0642,1307.4,0.0,True
897,miopen,conv_2d_nchw_fchw_8x235x363x224x1x1x224_bf16xbf16xf32_stride1,8,235,363,224,1,1,224,1,bf16,f32,1110.0,74.6585,61.6975,1307.4,0.0472,True
898,miopen,conv_2d_nchw_fchw_8x235x363x224x1x1x448_bf16xbf16xf32_stride1,8,235,363,224,1,1,448,1,bf16,f32,1620.0,89.5882,84.5484,1307.4,0.0647,True
899,miopen,conv_2d_nchw_fchw_8x235x363x224x1x1x448_bf16xbf16xf32_stride2,8,235,363,224,1,1,448,2,bf16,f32,3110.0,55.9954,44.0413,1307.4,0.0337,True
900,miopen,conv_2d_nchw_fchw_8x940x1450x3x3x3x32_bf16xbf16xf32_stride2,8,940,1450,3,3,3,32,2,bf16,f32,2650.0,11.3653,7.1102,1307.4,0.0054,True
901,miopen,conv_2d_nchw_fchw_8x470x725x32x1x1x224_bf16xbf16xf32_stride1,8,470,725,32,1,1,224,1,bf16,f32,3420.0,14.9333,11.4269,1307.4,0.0087,True
902,miopen,conv_2d_nchw_fchw_8x470x725x32x1x1x224_bf16xbf16xf32_stride2,8,470,725,32,1,1,224,2,bf16,f32,3120.0,12.4444,12.5256,1307.4,0.0096,True
903,miopen,conv_2d_nchw_fchw_8x940x1450x4x1x1x3_bf16xbf16xf32_stride1,8,940,1450,4,1,1,3,1,bf16,f32,187.0,1.2,1.3994,1307.4,0.0011,True
904,miopen,conv_2d_nchw_fchw_8x1x1x448x1x1x112_bf16xbf16xf32_stride1,8,1,1,448,1,1,112,1,bf16,f32,61.0,7.2258,0.0132,1307.4,0.0,True
905,miopen,conv_2d_nchw_fchw_8x1x1x448x1x1x56_bf16xbf16xf32_stride1,8,1,1,448,1,1,56,1,bf16,f32,53.0,6.7879,0.0076,1307.4,0.0,True
906,miopen,conv_2d_nchw_fchw_8x118x182x448x1x1x448_bf16xbf16xf32_stride1,8,118,182,448,1,1,448,1,bf16,f32,1110.0,149.2036,62.1307,1307.4,0.0475,True
907,miopen,conv_2d_nchw_fchw_8x118x182x448x1x1x896_bf16xbf16xf32_stride1,8,118,182,448,1,1,896,1,bf16,f32,1320.0,179.0133,104.4926,1307.4,0.0799,True
908,miopen,conv_2d_nchw_fchw_8x118x182x448x1x1x896_bf16xbf16xf32_stride2,8,118,182,448,1,1,896,2,bf16,f32,1360.0,111.927,101.4193,1307.4,0.0776,True
909,miopen,conv_2d_nchw_fchw_8x1x1x56x1x1x224_bf16xbf16xf32_stride1,8,1,1,56,1,1,224,1,bf16,f32,57.0,6.0541,0.0035,1307.4,0.0,True
910,miopen,conv_2d_nchw_fchw_8x1x1x56x1x1x448_bf16xbf16xf32_stride1,8,1,1,56,1,1,448,1,bf16,f32,62.0,6.137,0.0065,1307.4,0.0,True
911,miopen,conv_2d_nchw_fchw_8x1x1x8x1x1x224_bf16xbf16xf32_stride1,8,1,1,8,1,1,224,1,bf16,f32,51.0,2.6353,0.0006,1307.4,0.0,True
912,miopen,conv_2d_nchw_fchw_8x1x1x896x1x1x112_bf16xbf16xf32_stride1,8,1,1,896,1,1,112,1,bf16,f32,65.0,7.3443,0.0247,1307.4,0.0,True
913,miopen,conv_2d_nchw_fchw_8x1x1x896x1x1x224_bf16xbf16xf32_stride1,8,1,1,896,1,1,224,1,bf16,f32,58.0,7.5932,0.0554,1307.4,0.0,True
914,miopen,conv_2d_nchw_fchw_8x59x91x896x1x1x2016_bf16xbf16xf32_stride1,8,59,91,896,1,1,2016,1,bf16,f32,1710.0,363.4439,90.7436,1307.4,0.0694,True
915,miopen,conv_2d_nchw_fchw_8x59x91x896x1x1x2016_bf16xbf16xf32_stride2,8,59,91,896,1,1,2016,2,bf16,f32,3560.0,235.874,43.5875,1307.4,0.0333,True
916,miopen,conv_2d_nchw_fchw_8x59x91x896x1x1x896_bf16xbf16xf32_stride1,8,59,91,896,1,1,896,1,bf16,f32,445.0,296.6042,154.9778,1307.4,0.1185,True
