index,tag,name,B,H,W,C,P,Q,F,S,dtype,output_dtype,mean_microseconds,arithmetic_intensity,tflops,roofline_tflops,roofline_percent,ok
0,resnet,conv_2d_nhwc_hwcf_1x112x112x64x7x7x3_f16xf16xf32_stride2,1,112,112,64,7,7,3,2,f16,f32,97.0,34.0071,2.4333,1307.4,0.0019,True
1,resnet,conv_2d_nhwc_hwcf_1x56x56x64x3x3x64_f16xf16xf32_stride1,1,56,56,64,3,3,64,1,f16,f32,54.0,176.8837,4.2817,1307.4,0.0033,True
2,resnet,conv_2d_nhwc_hwcf_1x28x28x128x3x3x128_f16xf16xf32_stride2,1,28,28,128,3,3,128,2,f16,f32,54.0,148.4497,4.2817,1307.4,0.0033,True
3,resnet,conv_2d_nhwc_hwcf_1x28x28x512x1x1x256_f16xf16xf32_stride2,1,28,28,512,1,1,256,2,f16,f32,65.0,48.0613,3.1619,1307.4,0.0024,True
4,resnet,conv_2d_nhwc_hwcf_1x28x28x128x3x3x128_f16xf16xf32_stride1,1,28,28,128,3,3,128,1,f16,f32,73.0,249.4939,3.1673,1307.4,0.0024,True
5,resnet,conv_2d_nhwc_hwcf_1x14x14x256x3x3x256_f16xf16xf32_stride2,1,14,14,256,3,3,256,2,f16,f32,87.0,125.5795,2.6576,1307.4,0.002,True
6,resnet,conv_2d_nhwc_hwcf_1x14x14x1024x1x1x512_f16xf16xf32_stride2,1,14,14,1024,1,1,512,2,f16,f32,60.0,67.2601,3.4253,1307.4,0.0026,True
7,resnet,conv_2d_nhwc_hwcf_1x14x14x256x3x3x256_f16xf16xf32_stride1,1,14,14,256,3,3,256,1,f16,f32,88.0,152.9756,2.6274,1307.4,0.002,True
8,resnet,conv_2d_nhwc_hwcf_1x7x7x512x3x3x512_f16xf16xf32_stride2,1,7,7,512,3,3,512,2,f16,f32,119.0,45.5042,1.9429,1307.4,0.0015,True
9,resnet,conv_2d_nhwc_hwcf_1x7x7x2048x1x1x1024_f16xf16xf32_stride2,1,7,7,2048,1,1,1024,2,f16,f32,86.0,39.5398,2.3898,1307.4,0.0018,True
10,resnet,conv_2d_nhwc_hwcf_1x7x7x512x3x3x512_f16xf16xf32_stride1,1,7,7,512,3,3,512,1,f16,f32,117.0,47.1677,1.9762,1307.4,0.0015,True
11,resnet,conv_2d_nhwc_hwcf_2x112x112x64x7x7x3_f16xf16xf32_stride2,2,112,112,64,7,7,3,2,f16,f32,98.0,34.0533,4.8169,1307.4,0.0037,True
12,resnet,conv_2d_nhwc_hwcf_2x56x56x64x3x3x64_f16xf16xf32_stride1,2,56,56,64,3,3,64,1,f16,f32,89.0,182.0169,5.1958,1307.4,0.004,True
13,resnet,conv_2d_nhwc_hwcf_2x28x28x128x3x3x128_f16xf16xf32_stride2,2,28,28,128,3,3,128,2,f16,f32,76.0,163.9739,6.0845,1307.4,0.0047,True
14,resnet,conv_2d_nhwc_hwcf_2x28x28x512x1x1x256_f16xf16xf32_stride2,2,28,28,512,1,1,256,2,f16,f32,63.0,49.581,6.5245,1307.4,0.005,True
15,resnet,conv_2d_nhwc_hwcf_2x28x28x128x3x3x128_f16xf16xf32_stride1,2,28,28,128,3,3,128,1,f16,f32,58.0,296.7043,7.9728,1307.4,0.0061,True
16,resnet,conv_2d_nhwc_hwcf_2x14x14x256x3x3x256_f16xf16xf32_stride2,2,14,14,256,3,3,256,2,f16,f32,81.0,184.7725,5.7089,1307.4,0.0044,True
17,resnet,conv_2d_nhwc_hwcf_2x14x14x1024x1x1x512_f16xf16xf32_stride2,2,14,14,1024,1,1,512,2,f16,f32,52.0,81.1909,7.9046,1307.4,0.006,True
18,resnet,conv_2d_nhwc_hwcf_2x14x14x256x3x3x256_f16xf16xf32_stride1,2,14,14,256,3,3,256,1,f16,f32,77.0,250.88,6.0055,1307.4,0.0046,True
19,resnet,conv_2d_nhwc_hwcf_2x7x7x512x3x3x512_f16xf16xf32_stride2,2,7,7,512,3,3,512,2,f16,f32,123.0,84.9481,3.7595,1307.4,0.0029,True
20,resnet,conv_2d_nhwc_hwcf_2x7x7x2048x1x1x1024_f16xf16xf32_stride2,2,7,7,2048,1,1,1024,2,f16,f32,72.0,66.2827,5.7089,1307.4,0.0044,True
21,resnet,conv_2d_nhwc_hwcf_2x7x7x512x3x3x512_f16xf16xf32_stride1,2,7,7,512,3,3,512,1,f16,f32,116.0,90.9352,3.9864,1307.4,0.003,True
22,resnet,conv_2d_nhwc_hwcf_4x112x112x64x7x7x3_f16xf16xf32_stride2,4,112,112,64,7,7,3,2,f16,f32,132.0,34.0764,7.1524,1307.4,0.0055,True
23,resnet,conv_2d_nhwc_hwcf_4x56x56x64x3x3x64_f16xf16xf32_stride1,4,56,56,64,3,3,64,1,f16,f32,80.0,184.6969,11.5606,1307.4,0.0088,True
24,resnet,conv_2d_nhwc_hwcf_4x28x28x128x3x3x128_f16xf16xf32_stride2,4,28,28,128,3,3,128,2,f16,f32,74.0,173.0207,12.4979,1307.4,0.0096,True
25,resnet,conv_2d_nhwc_hwcf_4x28x28x512x1x1x256_f16xf16xf32_stride2,4,28,28,512,1,1,256,2,f16,f32,55.0,50.3775,14.947,1307.4,0.0114,True
26,resnet,conv_2d_nhwc_hwcf_4x28x28x128x3x3x128_f16xf16xf32_stride1,4,28,28,128,3,3,128,1,f16,f32,70.0,327.7097,13.2121,1307.4,0.0101,True
27,resnet,conv_2d_nhwc_hwcf_4x14x14x256x3x3x256_f16xf16xf32_stride2,4,14,14,256,3,3,256,2,f16,f32,84.0,241.7473,11.01,1307.4,0.0084,True
28,resnet,conv_2d_nhwc_hwcf_4x14x14x1024x1x1x512_f16xf16xf32_stride2,4,14,14,1024,1,1,512,2,f16,f32,65.0,90.5704,12.6474,1307.4,0.0097,True
29,resnet,conv_2d_nhwc_hwcf_4x14x14x256x3x3x256_f16xf16xf32_stride1,4,14,14,256,3,3,256,1,f16,f32,81.0,368.9412,11.4178,1307.4,0.0087,True
30,resnet,conv_2d_nhwc_hwcf_4x7x7x512x3x3x512_f16xf16xf32_stride2,4,7,7,512,3,3,512,2,f16,f32,115.0,149.9283,8.0421,1307.4,0.0062,True
31,resnet,conv_2d_nhwc_hwcf_4x7x7x2048x1x1x1024_f16xf16xf32_stride2,4,7,7,2048,1,1,1024,2,f16,f32,75.0,100.1517,10.9611,1307.4,0.0084,True
32,resnet,conv_2d_nhwc_hwcf_4x7x7x512x3x3x512_f16xf16xf32_stride1,4,7,7,512,3,3,512,1,f16,f32,122.0,169.6409,7.5807,1307.4,0.0058,True
33,resnet,conv_2d_nhwc_hwcf_8x112x112x64x7x7x3_f16xf16xf32_stride2,8,112,112,64,7,7,3,2,f16,f32,218.0,34.088,8.6616,1307.4,0.0066,True
34,resnet,conv_2d_nhwc_hwcf_8x56x56x64x3x3x64_f16xf16xf32_stride1,8,56,56,64,3,3,64,1,f16,f32,63.0,186.0667,29.3601,1307.4,0.0225,True
35,resnet,conv_2d_nhwc_hwcf_8x28x28x128x3x3x128_f16xf16xf32_stride2,8,28,28,128,3,3,128,2,f16,f32,65.0,177.9291,28.4567,1307.4,0.0218,True
36,resnet,conv_2d_nhwc_hwcf_8x28x28x512x1x1x256_f16xf16xf32_stride2,8,28,28,512,1,1,256,2,f16,f32,57.0,50.7854,28.845,1307.4,0.0221,True
37,resnet,conv_2d_nhwc_hwcf_8x28x28x128x3x3x128_f16xf16xf32_stride1,8,28,28,128,3,3,128,1,f16,f32,67.0,345.7764,27.6073,1307.4,0.0211,True
38,resnet,conv_2d_nhwc_hwcf_8x14x14x256x3x3x256_f16xf16xf32_stride2,8,14,14,256,3,3,256,2,f16,f32,95.0,285.8127,19.4704,1307.4,0.0149,True
39,resnet,conv_2d_nhwc_hwcf_8x14x14x1024x1x1x512_f16xf16xf32_stride2,8,14,14,1024,1,1,512,2,f16,f32,63.0,96.1226,26.0979,1307.4,0.02,True
40,resnet,conv_2d_nhwc_hwcf_8x14x14x256x3x3x256_f16xf16xf32_stride1,8,14,14,256,3,3,256,1,f16,f32,95.0,482.4615,19.4704,1307.4,0.0149,True
41,resnet,conv_2d_nhwc_hwcf_8x7x7x512x3x3x512_f16xf16xf32_stride2,8,7,7,512,3,3,512,2,f16,f32,119.0,242.7871,15.5436,1307.4,0.0119,True
42,resnet,conv_2d_nhwc_hwcf_8x7x7x2048x1x1x1024_f16xf16xf32_stride2,8,7,7,2048,1,1,1024,2,f16,f32,96.0,134.5201,17.1267,1307.4,0.0131,True
43,resnet,conv_2d_nhwc_hwcf_8x7x7x512x3x3x512_f16xf16xf32_stride1,8,7,7,512,3,3,512,1,f16,f32,118.0,299.0623,15.6753,1307.4,0.012,True
44,resnet,conv_2d_nhwc_hwcf_1x112x112x64x7x7x3_i8xi8xi32_stride2,1,112,112,64,7,7,3,2,i8,i32,81.0,66.5704,2.9139,2614.9,0.0011,True
45,resnet,conv_2d_nhwc_hwcf_1x56x56x64x3x3x64_i8xi8xi32_stride1,1,56,56,64,3,3,64,1,i8,i32,53.0,219.1623,4.3625,2614.9,0.0017,True
46,resnet,conv_2d_nhwc_hwcf_1x28x28x128x3x3x128_i8xi8xi32_stride2,1,28,28,128,3,3,128,2,i8,i32,65.0,236.0606,3.5571,2614.9,0.0014,True
47,resnet,conv_2d_nhwc_hwcf_1x28x28x512x1x1x256_i8xi8xi32_stride2,1,28,28,512,1,1,256,2,i8,i32,55.0,80.929,3.7367,2614.9,0.0014,True
48,resnet,conv_2d_nhwc_hwcf_1x28x28x128x3x3x128_i8xi8xi32_stride1,1,28,28,128,3,3,128,1,i8,i32,59.0,348.1758,3.9188,2614.9,0.0015,True
49,resnet,conv_2d_nhwc_hwcf_1x14x14x256x3x3x256_i8xi8xi32_stride2,1,14,14,256,3,3,256,2,i8,i32,76.0,226.4714,3.0423,2614.9,0.0012,True
50,resnet,conv_2d_nhwc_hwcf_1x14x14x1024x1x1x512_i8xi8xi32_stride2,1,14,14,1024,1,1,512,2,i8,i32,56.0,118.9005,3.67,2614.9,0.0014,True
51,resnet,conv_2d_nhwc_hwcf_1x14x14x256x3x3x256_i8xi8xi32_stride1,1,14,14,256,3,3,256,1,i8,i32,78.0,270.0861,2.9642,2614.9,0.0011,True
52,resnet,conv_2d_nhwc_hwcf_1x7x7x512x3x3x512_i8xi8xi32_stride2,1,7,7,512,3,3,512,2,i8,i32,105.0,89.2458,2.202,2614.9,0.0008,True
53,resnet,conv_2d_nhwc_hwcf_1x7x7x2048x1x1x1024_i8xi8xi32_stride2,1,7,7,2048,1,1,1024,2,i8,i32,73.0,76.1396,2.8154,2614.9,0.0011,True
54,resnet,conv_2d_nhwc_hwcf_1x7x7x512x3x3x512_i8xi8xi32_stride1,1,7,7,512,3,3,512,1,i8,i32,118.0,92.443,1.9594,2614.9,0.0007,True
55,resnet,conv_2d_nhwc_hwcf_2x112x112x64x7x7x3_i8xi8xi32_stride2,2,112,112,64,7,7,3,2,i8,i32,81.0,66.6589,5.8278,2614.9,0.0022,True
56,resnet,conv_2d_nhwc_hwcf_2x56x56x64x3x3x64_i8xi8xi32_stride1,2,56,56,64,3,3,64,1,i8,i32,58.0,223.0595,7.9728,2614.9,0.003,True
57,resnet,conv_2d_nhwc_hwcf_2x28x28x128x3x3x128_i8xi8xi32_stride2,2,28,28,128,3,3,128,2,i8,i32,62.0,255.2764,7.4584,2614.9,0.0029,True
58,resnet,conv_2d_nhwc_hwcf_2x28x28x512x1x1x256_i8xi8xi32_stride2,2,28,28,512,1,1,256,2,i8,i32,64.0,83.0728,6.4225,2614.9,0.0025,True
59,resnet,conv_2d_nhwc_hwcf_2x28x28x128x3x3x128_i8xi8xi32_stride1,2,28,28,128,3,3,128,1,i8,i32,61.0,391.66,7.5807,2614.9,0.0029,True
60,resnet,conv_2d_nhwc_hwcf_2x14x14x256x3x3x256_i8xi8xi32_stride2,2,14,14,256,3,3,256,2,i8,i32,79.0,318.4654,5.8534,2614.9,0.0022,True
61,resnet,conv_2d_nhwc_hwcf_2x14x14x1024x1x1x512_i8xi8xi32_stride2,2,14,14,1024,1,1,512,2,i8,i32,61.0,140.1564,6.7384,2614.9,0.0026,True
62,resnet,conv_2d_nhwc_hwcf_2x14x14x256x3x3x256_i8xi8xi32_stride1,2,14,14,256,3,3,256,1,i8,i32,73.0,412.0292,6.3345,2614.9,0.0024,True
63,resnet,conv_2d_nhwc_hwcf_2x7x7x512x3x3x512_i8xi8xi32_stride2,2,7,7,512,3,3,512,2,i8,i32,103.0,163.8549,4.4895,2614.9,0.0017,True
64,resnet,conv_2d_nhwc_hwcf_2x7x7x2048x1x1x1024_i8xi8xi32_stride2,2,7,7,2048,1,1,1024,2,i8,i32,74.0,124.5062,5.5546,2614.9,0.0021,True
65,resnet,conv_2d_nhwc_hwcf_2x7x7x512x3x3x512_i8xi8xi32_stride1,2,7,7,512,3,3,512,1,i8,i32,102.0,174.9647,4.5335,2614.9,0.0017,True
66,resnet,conv_2d_nhwc_hwcf_4x112x112x64x7x7x3_i8xi8xi32_stride2,4,112,112,64,7,7,3,2,i8,i32,88.0,66.7032,10.7285,2614.9,0.0041,True
67,resnet,conv_2d_nhwc_hwcf_4x56x56x64x3x3x64_i8xi8xi32_stride1,4,56,56,64,3,3,64,1,i8,i32,63.0,225.0606,14.6801,2614.9,0.0056,True
68,resnet,conv_2d_nhwc_hwcf_4x28x28x128x3x3x128_i8xi8xi32_stride2,4,28,28,128,3,3,128,2,i8,i32,68.0,266.1072,13.6006,2614.9,0.0052,True
69,resnet,conv_2d_nhwc_hwcf_4x28x28x512x1x1x256_i8xi8xi32_stride2,4,28,28,512,1,1,256,2,i8,i32,61.0,84.1879,13.4768,2614.9,0.0052,True
70,resnet,conv_2d_nhwc_hwcf_4x28x28x128x3x3x128_i8xi8xi32_stride1,4,28,28,128,3,3,128,1,i8,i32,68.0,417.7465,13.6006,2614.9,0.0052,True
71,resnet,conv_2d_nhwc_hwcf_4x14x14x256x3x3x256_i8xi8xi32_stride2,4,14,14,256,3,3,256,2,i8,i32,79.0,399.6319,11.7069,2614.9,0.0045,True
72,resnet,conv_2d_nhwc_hwcf_4x14x14x1024x1x1x512_i8xi8xi32_stride2,4,14,14,1024,1,1,512,2,i8,i32,59.0,153.9141,13.9336,2614.9,0.0053,True
73,resnet,conv_2d_nhwc_hwcf_4x14x14x256x3x3x256_i8xi8xi32_stride1,4,14,14,256,3,3,256,1,i8,i32,84.0,558.8911,11.01,2614.9,0.0042,True
74,resnet,conv_2d_nhwc_hwcf_4x7x7x512x3x3x512_i8xi8xi32_stride2,4,7,7,512,3,3,512,2,i8,i32,101.0,281.5362,9.1569,2614.9,0.0035,True
75,resnet,conv_2d_nhwc_hwcf_4x7x7x2048x1x1x1024_i8xi8xi32_stride2,4,7,7,2048,1,1,1024,2,i8,i32,78.0,182.4582,10.5395,2614.9,0.004,True
76,resnet,conv_2d_nhwc_hwcf_4x7x7x512x3x3x512_i8xi8xi32_stride1,4,7,7,512,3,3,512,1,i8,i32,102.0,316.014,9.0671,2614.9,0.0035,True
77,resnet,conv_2d_nhwc_hwcf_8x112x112x64x7x7x3_i8xi8xi32_stride2,8,112,112,64,7,7,3,2,i8,i32,129.0,66.7254,14.6374,2614.9,0.0056,True
78,resnet,conv_2d_nhwc_hwcf_8x56x56x64x3x3x64_i8xi8xi32_stride1,8,56,56,64,3,3,64,1,i8,i32,69.0,226.0746,26.8071,2614.9,0.0103,True
79,resnet,conv_2d_nhwc_hwcf_8x28x28x128x3x3x128_i8xi8xi32_stride2,8,28,28,128,3,3,128,2,i8,i32,67.0,271.8748,27.6073,2614.9,0.0106,True
80,resnet,conv_2d_nhwc_hwcf_8x28x28x512x1x1x256_i8xi8xi32_stride2,8,28,28,512,1,1,256,2,i8,i32,58.0,84.7568,28.3477,2614.9,0.0108,True
81,resnet,conv_2d_nhwc_hwcf_8x28x28x128x3x3x128_i8xi8xi32_stride1,8,28,28,128,3,3,128,1,i8,i32,68.0,432.1378,27.2013,2614.9,0.0104,True
82,resnet,conv_2d_nhwc_hwcf_8x14x14x256x3x3x256_i8xi8xi32_stride2,8,14,14,256,3,3,256,2,i8,i32,86.0,457.9959,21.508,2614.9,0.0082,True
83,resnet,conv_2d_nhwc_hwcf_8x14x14x1024x1x1x512_i8xi8xi32_stride2,8,14,14,1024,1,1,512,2,i8,i32,66.0,161.8581,24.9116,2614.9,0.0095,True
84,resnet,conv_2d_nhwc_hwcf_8x14x14x256x3x3x256_i8xi8xi32_stride1,8,14,14,256,3,3,256,1,i8,i32,83.0,680.0964,22.2854,2614.9,0.0085,True
85,resnet,conv_2d_nhwc_hwcf_8x7x7x512x3x3x512_i8xi8xi32_stride2,8,7,7,512,3,3,512,2,i8,i32,108.0,439.284,17.1267,2614.9,0.0065,True
86,resnet,conv_2d_nhwc_hwcf_8x7x7x2048x1x1x1024_i8xi8xi32_stride2,8,7,7,2048,1,1,1024,2,i8,i32,81.0,237.8009,20.2984,2614.9,0.0078,True
87,resnet,conv_2d_nhwc_hwcf_8x7x7x512x3x3x512_i8xi8xi32_stride1,8,7,7,512,3,3,512,1,i8,i32,107.0,529.4068,17.2868,2614.9,0.0066,True
88,resnet,conv_2d_nchw_fchw_1x112x112x64x7x7x3_f16xf16xf32_stride2,1,112,112,64,7,7,3,2,f16,f32,247.0,34.0071,0.9556,1307.4,0.0007,True
89,resnet,conv_2d_nchw_fchw_1x56x56x64x3x3x64_f16xf16xf32_stride1,1,56,56,64,3,3,64,1,f16,f32,66.0,176.8837,3.5032,1307.4,0.0027,True
90,resnet,conv_2d_nchw_fchw_1x28x28x128x3x3x128_f16xf16xf32_stride2,1,28,28,128,3,3,128,2,f16,f32,69.0,148.4497,3.3509,1307.4,0.0026,True
91,resnet,conv_2d_nchw_fchw_1x28x28x512x1x1x256_f16xf16xf32_stride2,1,28,28,512,1,1,256,2,f16,f32,60.0,48.0613,3.4253,1307.4,0.0026,True
92,resnet,conv_2d_nchw_fchw_1x28x28x128x3x3x128_f16xf16xf32_stride1,1,28,28,128,3,3,128,1,f16,f32,77.0,249.4939,3.0027,1307.4,0.0023,True
93,resnet,conv_2d_nchw_fchw_1x14x14x256x3x3x256_f16xf16xf32_stride2,1,14,14,256,3,3,256,2,f16,f32,73.0,125.5795,3.1673,1307.4,0.0024,True
94,resnet,conv_2d_nchw_fchw_1x14x14x1024x1x1x512_f16xf16xf32_stride2,1,14,14,1024,1,1,512,2,f16,f32,53.0,67.2601,3.8778,1307.4,0.003,True
95,resnet,conv_2d_nchw_fchw_1x14x14x256x3x3x256_f16xf16xf32_stride1,1,14,14,256,3,3,256,1,f16,f32,82.0,152.9756,2.8196,1307.4,0.0022,True
96,resnet,conv_2d_nchw_fchw_1x7x7x512x3x3x512_f16xf16xf32_stride2,1,7,7,512,3,3,512,2,f16,f32,97.0,45.5042,2.3836,1307.4,0.0018,True
97,resnet,conv_2d_nchw_fchw_1x7x7x2048x1x1x1024_f16xf16xf32_stride2,1,7,7,2048,1,1,1024,2,f16,f32,73.0,39.5398,2.8154,1307.4,0.0022,True
98,resnet,conv_2d_nchw_fchw_1x7x7x512x3x3x512_f16xf16xf32_stride1,1,7,7,512,3,3,512,1,f16,f32,97.0,47.1677,2.3836,1307.4,0.0018,True
99,resnet,conv_2d_nchw_fchw_2x112x112x64x7x7x3_f16xf16xf32_stride2,2,112,112,64,7,7,3,2,f16,f32,239.0,34.0533,1.9751,1307.4,0.0015,True
100,resnet,conv_2d_nchw_fchw_2x56x56x64x3x3x64_f16xf16xf32_stride1,2,56,56,64,3,3,64,1,f16,f32,81.0,182.0169,5.7089,1307.4,0.0044,True
101,resnet,conv_2d_nchw_fchw_2x28x28x128x3x3x128_f16xf16xf32_stride2,2,28,28,128,3,3,128,2,f16,f32,78.0,163.9739,5.9285,1307.4,0.0045,True
102,resnet,conv_2d_nchw_fchw_2x28x28x512x1x1x256_f16xf16xf32_stride2,2,28,28,512,1,1,256,2,f16,f32,58.0,49.581,7.0869,1307.4,0.0054,True
103,resnet,conv_2d_nchw_fchw_2x28x28x128x3x3x128_f16xf16xf32_stride1,2,28,28,128,3,3,128,1,f16,f32,79.0,296.7043,5.8534,1307.4,0.0045,True
104,resnet,conv_2d_nchw_fchw_2x14x14x256x3x3x256_f16xf16xf32_stride2,2,14,14,256,3,3,256,2,f16,f32,99.0,184.7725,4.6709,1307.4,0.0036,True
105,resnet,conv_2d_nchw_fchw_2x14x14x1024x1x1x512_f16xf16xf32_stride2,2,14,14,1024,1,1,512,2,f16,f32,68.0,81.1909,6.0447,1307.4,0.0046,True
106,resnet,conv_2d_nchw_fchw_2x14x14x256x3x3x256_f16xf16xf32_stride1,2,14,14,256,3,3,256,1,f16,f32,106.0,250.88,4.3625,1307.4,0.0033,True
107,resnet,conv_2d_nchw_fchw_2x7x7x512x3x3x512_f16xf16xf32_stride2,2,7,7,512,3,3,512,2,f16,f32,97.0,84.9481,4.7672,1307.4,0.0036,True
108,resnet,conv_2d_nchw_fchw_2x7x7x2048x1x1x1024_f16xf16xf32_stride2,2,7,7,2048,1,1,1024,2,f16,f32,68.0,66.2827,6.0447,1307.4,0.0046,True
109,resnet,conv_2d_nchw_fchw_2x7x7x512x3x3x512_f16xf16xf32_stride1,2,7,7,512,3,3,512,1,f16,f32,112.0,90.9352,4.1288,1307.4,0.0032,True
110,resnet,conv_2d_nchw_fchw_4x112x112x64x7x7x3_f16xf16xf32_stride2,4,112,112,64,7,7,3,2,f16,f32,238.0,34.0764,3.9669,1307.4,0.003,True
111,resnet,conv_2d_nchw_fchw_4x56x56x64x3x3x64_f16xf16xf32_stride1,4,56,56,64,3,3,64,1,f16,f32,87.0,184.6969,10.6304,1307.4,0.0081,True
112,resnet,conv_2d_nchw_fchw_4x28x28x128x3x3x128_f16xf16xf32_stride2,4,28,28,128,3,3,128,2,f16,f32,91.0,173.0207,10.1631,1307.4,0.0078,True
113,resnet,conv_2d_nchw_fchw_4x28x28x512x1x1x256_f16xf16xf32_stride2,4,28,28,512,1,1,256,2,f16,f32,63.0,50.3775,13.0489,1307.4,0.01,True
114,resnet,conv_2d_nchw_fchw_4x28x28x128x3x3x128_f16xf16xf32_stride1,4,28,28,128,3,3,128,1,f16,f32,101.0,327.7097,9.1569,1307.4,0.007,True
115,resnet,conv_2d_nchw_fchw_4x14x14x256x3x3x256_f16xf16xf32_stride2,4,14,14,256,3,3,256,2,f16,f32,92.0,241.7473,10.0527,1307.4,0.0077,True
116,resnet,conv_2d_nchw_fchw_4x14x14x1024x1x1x512_f16xf16xf32_stride2,4,14,14,1024,1,1,512,2,f16,f32,77.0,90.5704,10.6764,1307.4,0.0082,True
117,resnet,conv_2d_nchw_fchw_4x14x14x256x3x3x256_f16xf16xf32_stride1,4,14,14,256,3,3,256,1,f16,f32,98.0,368.9412,9.4372,1307.4,0.0072,True
118,resnet,conv_2d_nchw_fchw_4x7x7x512x3x3x512_f16xf16xf32_stride2,4,7,7,512,3,3,512,2,f16,f32,124.0,149.9283,7.4584,1307.4,0.0057,True
119,resnet,conv_2d_nchw_fchw_4x7x7x2048x1x1x1024_f16xf16xf32_stride2,4,7,7,2048,1,1,1024,2,f16,f32,75.0,100.1517,10.9611,1307.4,0.0084,True
120,resnet,conv_2d_nchw_fchw_4x7x7x512x3x3x512_f16xf16xf32_stride1,4,7,7,512,3,3,512,1,f16,f32,124.0,169.6409,7.4584,1307.4,0.0057,True
121,resnet,conv_2d_nchw_fchw_8x112x112x64x7x7x3_f16xf16xf32_stride2,8,112,112,64,7,7,3,2,f16,f32,398.0,34.088,4.7443,1307.4,0.0036,True
122,resnet,conv_2d_nchw_fchw_8x56x56x64x3x3x64_f16xf16xf32_stride1,8,56,56,64,3,3,64,1,f16,f32,81.0,186.0667,22.8357,1307.4,0.0175,True
123,resnet,conv_2d_nchw_fchw_8x28x28x128x3x3x128_f16xf16xf32_stride2,8,28,28,128,3,3,128,2,f16,f32,101.0,177.9291,18.3137,1307.4,0.014,True
124,resnet,conv_2d_nchw_fchw_8x28x28x512x1x1x256_f16xf16xf32_stride2,8,28,28,512,1,1,256,2,f16,f32,74.0,50.7854,22.2185,1307.4,0.017,True
125,resnet,conv_2d_nchw_fchw_8x28x28x128x3x3x128_f16xf16xf32_stride1,8,28,28,128,3,3,128,1,f16,f32,96.0,345.7764,19.2676,1307.4,0.0147,True
126,resnet,conv_2d_nchw_fchw_8x14x14x256x3x3x256_f16xf16xf32_stride2,8,14,14,256,3,3,256,2,f16,f32,135.0,285.8127,13.7014,1307.4,0.0105,True
127,resnet,conv_2d_nchw_fchw_8x14x14x1024x1x1x512_f16xf16xf32_stride2,8,14,14,1024,1,1,512,2,f16,f32,79.0,96.1226,20.8122,1307.4,0.0159,True
128,resnet,conv_2d_nchw_fchw_8x14x14x256x3x3x256_f16xf16xf32_stride1,8,14,14,256,3,3,256,1,f16,f32,137.0,482.4615,13.5014,1307.4,0.0103,True
129,resnet,conv_2d_nchw_fchw_8x7x7x512x3x3x512_f16xf16xf32_stride2,8,7,7,512,3,3,512,2,f16,f32,124.0,242.7871,14.9168,1307.4,0.0114,True
130,resnet,conv_2d_nchw_fchw_8x7x7x2048x1x1x1024_f16xf16xf32_stride2,8,7,7,2048,1,1,1024,2,f16,f32,104.0,134.5201,15.8093,1307.4,0.0121,True
131,resnet,conv_2d_nchw_fchw_8x7x7x512x3x3x512_f16xf16xf32_stride1,8,7,7,512,3,3,512,1,f16,f32,116.0,299.0623,15.9456,1307.4,0.0122,True
132,resnet,conv_2d_nchw_fchw_1x112x112x64x7x7x3_i8xi8xi32_stride2,1,112,112,64,7,7,3,2,i8,i32,224.0,66.5704,1.0537,2614.9,0.0004,True
133,resnet,conv_2d_nchw_fchw_1x56x56x64x3x3x64_i8xi8xi32_stride1,1,56,56,64,3,3,64,1,i8,i32,62.0,219.1623,3.7292,2614.9,0.0014,True
134,resnet,conv_2d_nchw_fchw_1x28x28x128x3x3x128_i8xi8xi32_stride2,1,28,28,128,3,3,128,2,i8,i32,72.0,236.0606,3.2113,2614.9,0.0012,True
135,resnet,conv_2d_nchw_fchw_1x28x28x512x1x1x256_i8xi8xi32_stride2,1,28,28,512,1,1,256,2,i8,i32,59.0,80.929,3.4834,2614.9,0.0013,True
136,resnet,conv_2d_nchw_fchw_1x28x28x128x3x3x128_i8xi8xi32_stride1,1,28,28,128,3,3,128,1,i8,i32,76.0,348.1758,3.0423,2614.9,0.0012,True
137,resnet,conv_2d_nchw_fchw_1x14x14x256x3x3x256_i8xi8xi32_stride2,1,14,14,256,3,3,256,2,i8,i32,74.0,226.4714,3.1245,2614.9,0.0012,True
138,resnet,conv_2d_nchw_fchw_1x14x14x1024x1x1x512_i8xi8xi32_stride2,1,14,14,1024,1,1,512,2,i8,i32,62.0,118.9005,3.3149,2614.9,0.0013,True
139,resnet,conv_2d_nchw_fchw_1x14x14x256x3x3x256_i8xi8xi32_stride1,1,14,14,256,3,3,256,1,i8,i32,75.0,270.0861,3.0828,2614.9,0.0012,True
140,resnet,conv_2d_nchw_fchw_1x7x7x512x3x3x512_i8xi8xi32_stride2,1,7,7,512,3,3,512,2,i8,i32,82.0,89.2458,2.8196,2614.9,0.0011,True
141,resnet,conv_2d_nchw_fchw_1x7x7x2048x1x1x1024_i8xi8xi32_stride2,1,7,7,2048,1,1,1024,2,i8,i32,63.0,76.1396,3.2622,2614.9,0.0012,True
142,resnet,conv_2d_nchw_fchw_1x7x7x512x3x3x512_i8xi8xi32_stride1,1,7,7,512,3,3,512,1,i8,i32,83.0,92.443,2.7857,2614.9,0.0011,True
143,resnet,conv_2d_nchw_fchw_2x112x112x64x7x7x3_i8xi8xi32_stride2,2,112,112,64,7,7,3,2,i8,i32,222.0,66.6589,2.1264,2614.9,0.0008,True
