index,tag,name,vmfb_hash,M,N,K,dtype,tA,tB,runtime_dim,mean_microseconds,arithmetic_intensity,tflops,ok
160,llama70bskinny,gemm_2560_4_8192_f16_f32_tB,affb71e5afcd103ccf2960efb1a4bacf,2560,4,8192,f16,N,T,,94.0,3.9918,1.7848,True
161,llama70bskinny,gemm_2560_8_8192_f16_f32_tB,d360bb38bc86e9f8e7b6c0706063c939,2560,8,8192,f16,N,T,,106.0,7.9673,3.1655,True
162,llama70bskinny,gemm_2560_16_8192_f16_f32_tB,df10909d88c56246bb04238a9903da5e,2560,16,8192,f16,N,T,,96.0,15.8698,6.9905,True
163,llama70bskinny,gemm_2560_32_8192_f16_f32_tB,8e86e1e44cb7029d8c08243de0e241f1,2560,32,8192,f16,N,T,,93.0,31.4835,14.432,True
164,llama70bskinny,gemm_8192_2_2048_f16_f32_tB,b3a9886fc6853081bb8384d0680960b2,8192,2,2048,f16,N,T,,80.0,1.9976,0.8389,True
165,llama70bskinny,gemm_8192_4_2048_f16_f32_tB,3de47efed207b5b999022f03673b4366,8192,4,2048,f16,N,T,,81.0,3.9903,1.657,True
166,llama70bskinny,gemm_8192_8_2048_f16_f32_tB,c6c42cdc28ce3cf58557bd2ace9b5fbd,8192,8,2048,f16,N,T,,79.0,7.9611,3.3979,True
167,llama70bskinny,gemm_8192_16_2048_f16_f32_tB,4713d460feae1f444a4e16fa1f39f46d,8192,16,2048,f16,N,T,,66.0,15.8453,8.1344,True
168,llama70bskinny,gemm_8192_32_2048_f16_f32_tB,aa9a94f811abcb122169a346eedabf38,8192,32,2048,f16,N,T,,66.0,31.387,16.2688,True
169,llama70bskinny,gemm_14336_2_8192_f16_f32_tB,3f8f050b8e6c97ab6f1d124ae15553e0,14336,2,8192,f16,N,T,,141.0,1.9992,3.3316,True
170,llama70bskinny,gemm_14336_4_8192_f16_f32_tB,8a53dc6887f71b32ac1784c011cabef4,14336,4,8192,f16,N,T,,213.0,3.9969,4.4109,True
171,llama70bskinny,gemm_14336_8_8192_f16_f32_tB,6c44bc7f0e6dde6c28e207ce01cef800,14336,8,8192,f16,N,T,,110.0,7.9877,17.0823,True
172,llama70bskinny,gemm_14336_16_8192_f16_f32_tB,91715e5b7592650d602f4a0962d7de8a,14336,16,8192,f16,N,T,,99.0,15.951,37.9606,True
173,llama70bskinny,gemm_14336_32_8192_f16_f32_tB,13e9f73511afeb0c5b2a9bc96bb097bd,14336,32,8192,f16,N,T,,118.0,31.8048,63.6965,True
174,llama70bskinny,gemm_8192_2_7168_f16_f32_tB,b0d52c716262e5bbc24ad721690fc028,8192,2,7168,f16,N,T,,95.0,1.999,2.4724,True
175,llama70bskinny,gemm_8192_4_7168_f16_f32_tB,efd43571c023892e62ac80d2a59dc211,8192,4,7168,f16,N,T,,135.0,3.9958,3.4797,True
176,llama70bskinny,gemm_8192_8_7168_f16_f32_tB,864006c19d7d5525e7ba69e01edca291,8192,8,7168,f16,N,T,,102.0,7.9833,9.211,True
177,llama70bskinny,gemm_8192_16_7168_f16_f32_tB,f66175e3122c7117a9171c5508f5bfaa,8192,16,7168,f16,N,T,,85.0,15.9333,22.1064,True
178,llama70bskinny,gemm_8192_32_7168_f16_f32_tB,65afeb2fa8682872e90684f561ad171f,8192,32,7168,f16,N,T,,95.0,31.7344,39.5589,True
179,llama70bskinny,gemm_4000_2_8192_f16_f32_tB,7ac83f5c4b9bc5f117334ed540920eea,4000,2,8192,f16,N,T,,81.0,1.9985,1.6182,True
180,llama70bskinny,gemm_4000_4_8192_f16_f32_tB,daa2a4bfbfd5f04825ef1001f60554f3,4000,4,8192,f16,N,T,,103.0,3.9941,2.5451,True
181,llama70bskinny,gemm_4000_8_8192_f16_f32_tB,6add77e1accb6ee2f2cbdeb81dfaff98,4000,8,8192,f16,N,T,,99.0,7.9763,5.2958,True
182,llama70bskinny,gemm_4000_16_8192_f16_f32_tB,a72f48e7c9be66ff3424853c316f1f25,4000,16,8192,f16,N,T,,81.0,15.9053,12.9454,True
183,llama70bskinny,gemm_4000_32_8192_f16_f32_tB,7bee19bbcefa8621e34edc5ff23c4983,4000,32,8192,f16,N,T,,75.0,31.6235,27.962,True
184,llama70bskinny,gemm_1280_2_8192_f16_f32_tB,88eef39bd3b2d9ebd79e5b410eb4e76d,1280,2,8192,f16,N,T,,63.0,1.9964,0.6658,True
185,llama70bskinny,gemm_1280_4_8192_f16_f32_tB,c108533a0a0018dd1c6c6ef34bf1563a,1280,4,8192,f16,N,T,,69.0,3.9856,1.2157,True
186,llama70bskinny,gemm_1280_8_8192_f16_f32_tB,0c66d06517b3a4eeb21f5efbbc1f3107,1280,8,8192,f16,N,T,,90.0,7.9426,1.8641,True
187,llama70bskinny,gemm_1280_16_8192_f16_f32_tB,c11e245821878b8da2207015c2bded3f,1280,16,8192,f16,N,T,,89.0,15.772,3.7702,True
188,llama70bskinny,gemm_1280_32_8192_f16_f32_tB,d63f966edee9b630d3a5ca26f1379f1f,1280,32,8192,f16,N,T,,94.0,31.101,7.1392,True
189,llama70bskinny,gemm_8192_2_1024_f16_f32_tB,8cb9ec68a0ede8665313179e46a1b3ba,8192,2,1024,f16,N,T,,68.0,1.9956,0.4934,True
190,llama70bskinny,gemm_8192_4_1024_f16_f32_tB,eafd5a0f892d98d1e80873d085da77e2,8192,4,1024,f16,N,T,,68.0,3.9825,0.9869,True
191,llama70bskinny,gemm_8192_8_1024_f16_f32_tB,145b277448884a7980a5b18945f4e1b9,8192,8,1024,f16,N,T,,77.0,7.9303,1.7431,True
192,llama70bskinny,gemm_8192_16_1024_f16_f32_tB,ce2c16c67252fb40729d171490496d48,8192,16,1024,f16,N,T,,58.0,15.7236,4.6282,True
193,llama70bskinny,gemm_8192_32_1024_f16_f32_tB,e134254f766ee6fa424ed3e170150a5d,8192,32,1024,f16,N,T,,58.0,30.9132,9.2564,True
194,llama70bskinny,gemm_7168_2_8192_f16_f32_tB,d2bdd421a7337559b7daedf0cd210c4e,7168,2,8192,f16,N,T,,96.0,1.999,2.4467,True
195,llama70bskinny,gemm_7168_4_8192_f16_f32_tB,ab30f1f676a440149b653190eb22fa0f,7168,4,8192,f16,N,T,,137.0,3.9958,3.4289,True
196,llama70bskinny,gemm_7168_8_8192_f16_f32_tB,c1a63040d6ed5948d888f5cc1e620617,7168,8,8192,f16,N,T,,102.0,7.9833,9.211,True
197,llama70bskinny,gemm_7168_16_8192_f16_f32_tB,3bc91f110a06e53cffbfad02ebf6f963,7168,16,8192,f16,N,T,,92.0,15.9333,20.4244,True
198,llama70bskinny,gemm_7168_32_8192_f16_f32_tB,ee16fe627d01fbbe8fbafe38f99eab00,7168,32,8192,f16,N,T,,94.0,31.7344,39.9797,True
199,llama70bskinny,gemm_8192_2_3584_f16_f32_tB,cc8cfc8155589659c1086854158f9bf0,8192,2,3584,f16,N,T,,84.0,1.9984,1.3981,True
200,llama70bskinny,gemm_8192_4_3584_f16_f32_tB,6ba83634674a4eb48023f0f74acce247,8192,4,3584,f16,N,T,,99.0,3.9936,2.3725,True
201,llama70bskinny,gemm_8192_8_3584_f16_f32_tB,5b6ea4ed84df685340ea9a4147e8db96,8192,8,3584,f16,N,T,,88.0,7.9744,5.3382,True
202,llama70bskinny,gemm_8192_16_3584_f16_f32_tB,03427fea5774f45a77d6fa5419b610ae,8192,16,3584,f16,N,T,,65.0,15.898,14.4542,True
203,llama70bskinny,gemm_8192_32_3584_f16_f32_tB,03e042d8699aaebd1edd0a70ba33fdc1,8192,32,3584,f16,N,T,,68.0,31.5945,27.6331,True
204,gpt4compute,gemm_2048_2048_1024_f16_f32,ef53eb0333e12eafe267e714d7eace32,2048,2048,1024,f16,N,N,,72.0,512.0,119.3046,True
205,gpt4compute,gemm_2048_2048_8192_f16_f32,2af2c59d1d63aad7873ab7b27f2260fc,2048,2048,8192,f16,N,N,,246.0,910.2222,279.3475,True
206,gpt4compute,gemm_2048_2048_65536_f16_f32,7aa83dcc394f210e146cd53fe653b007,2048,2048,65536,f16,N,N,,1600.0,1008.2462,343.5974,True
207,gpt4compute,gemm_2048_8192_1024_f16_f32,013dd4939723f33e6ad6d6e1afdf5543,2048,8192,1024,f16,N,N,,147.0,630.1538,233.7397,True
208,gpt4compute,gemm_2048_8192_8192_f16_f32,0e6dcff2edf5653ac43fd47d75be686b,2048,8192,8192,f16,N,N,,721.0,1365.3333,381.2454,True
209,gpt4compute,gemm_2048_8192_65536_f16_f32,bdf412f391b505e738bb026699303e6e,2048,8192,65536,f16,N,N,,6380.0,1598.439,344.6745,True
210,gpt4compute,gemm_8192_2048_1024_f16_f32,679904acc4bd2b6ee93841acbde780d8,8192,2048,1024,f16,N,N,,140.0,630.1538,245.4267,True
211,gpt4compute,gemm_8192_2048_8192_f16_f32,f2f8f4a9c1f2e3038e135c86d5a5aeff,8192,2048,8192,f16,N,N,,697.0,1365.3333,394.3729,True
212,gpt4compute,gemm_8192_2048_65536_f16_f32,e753f02c4df0f41e6b92bfe67f635a0c,8192,2048,65536,f16,N,N,,5640.0,1598.439,389.8977,True
213,gpt4compute,gemm_8192_8192_1024_f16_f32,4fa6c9f501dc7a2ed67d5d1a8788813f,8192,8192,1024,f16,N,N,,384.0,819.2,357.9139,True
214,gpt4compute,gemm_8192_8192_8192_f16_f32,82d4c6fa13a2f383ac30d9377eedf250,8192,8192,8192,f16,N,N,,3040.0,2730.6667,361.6815,True
215,gpt4compute,gemm_8192_8192_65536_f16_f32,2fd30195eb830887125100cdb4719a89,8192,8192,65536,f16,N,N,,24500.0,3855.0588,359.0242,True
216,llama70bmemory,gemm_2_1280_8192_f16_f32_tB,40c86d87108a3be0f42b8d37047c5f74,2,1280,8192,f16,N,T,,64.0,1.9964,0.6554,True
217,llama70bmemory,gemm_2_3584_8192_f16_f32_tB,45d8a8bdd614019938ebcff00269a5ab,2,3584,8192,f16,N,T,,75.0,1.9984,1.5659,True
218,llama70bmemory,gemm_2_7168_8192_f16_f32_tB,851df337a55f8242e9f9cf7bfbf94184,2,7168,8192,f16,N,T,,96.0,1.999,2.4467,True
219,compute,gemm_4096_4096_8192_f16_f32,18bad0ba59e0d481c91d73dcab757205,4096,4096,8192,f16,N,N,,696.0,1638.4,394.9395,True
220,compute,gemm_4096_4096_8192_f16_f32_tB,484667945ff7db1b55c31de616d36355,4096,4096,8192,f16,N,T,,628.0,1638.4,437.7037,True
221,compute,gemm_4096_4096_8192_f16_f32_tA,12bdb0fc5b6fe1a9dbca238a530866da,4096,4096,8192,f16,T,N,,772.0,1638.4,356.0595,True
222,unet,gemm_2048_10240_1280_f16_f32,b78fedf3aa7539a8c6acb26f3341b6d5,2048,10240,1280,f16,N,N,,186.0,731.4286,288.6403,True
223,unet,gemm_2048_1280_1280_f16_f32,ac8ab6a819846044921e6ff5b2f51aa7,2048,1280,1280,f16,N,N,,85.0,487.619,78.9516,True
224,unet,gemm_2048_1280_5120_f16_f32,bbf5d39bb5a3476f86b7bfa74cf16cd1,2048,1280,5120,f16,N,N,,175.0,682.6667,153.3917,True
225,unet,gemm_128_1280_2048_f16_f32,ffb248b7d5a9629c494258a0c053dd66,128,1280,2048,f16,N,N,,73.0,110.1075,9.193,True
226,unet,gemm_8192_640_640_f16_f32,0ca0040491a5d4786695c8f6c02cbac8,8192,640,640,f16,N,N,,81.0,307.9699,82.8504,True
227,unet,gemm_8192_640_2560_f16_f32,a3fa89dc3ac79cb1b1d5fcd02601d2fe,8192,640,2560,f16,N,N,,144.0,481.8824,186.4135,True
228,unet,gemm_8192_5120_640_f16_f32,13c9cef362cd115214034e3fff4f0149,8192,5120,640,f16,N,N,,194.0,531.9481,276.7376,True
229,unet,gemm_64_640_2048_f16_f32,ccc220f365ab872035956b3ab85ed19a,64,640,2048,f16,N,N,,69.0,56.5746,2.4315,True
230,unet,gemm_64_1280_2048_f16_f32,80b213c440f8108db57e23493da81d9c,64,1280,2048,f16,N,N,,75.0,59.1908,4.4739,True
231,unet,gemm_1024_1280_1280_f16_f32,3ca133229ab6f54aa87b9af260c0cc11,1024,1280,1280,f16,N,N,,75.0,393.8462,44.7392,True
232,unet,gemm_1024_1280_5120_f16_f32,190212bdb8f0a37ca9f561cb37073549,1024,1280,5120,f16,N,N,,127.0,512.0,105.6833,True
233,unet,gemm_1024_10240_1280_f16_f32,4c2614e6d7d1e162f08db6a2e89a380a,1024,10240,1280,f16,N,N,,136.0,538.9474,197.379,True
234,unet,gemm_4096_640_640_f16_f32,1166be0305c70056345e19504241dd56,4096,640,640,f16,N,N,,74.0,296.8116,45.3438,True
235,unet,gemm_4096_640_2560_f16_f32,8aedde2e335c3acb28a0f130c50cc8d3,4096,640,2560,f16,N,N,,113.0,455.1111,118.7768,True
236,unet,gemm_4096_5120_640_f16_f32,235fd38347cdea063200316f6c7e2e2d,4096,5120,640,f16,N,N,,127.0,499.5122,211.3665,True
237,tk,gemm_2048_10240_1280_f16_f32_tB,5e896f9584fbce142e7218a6a23a19bb,2048,10240,1280,f16,N,T,,156.0,731.4286,344.148,True
238,tk,gemm_2048_1280_1280_f16_f32_tB,2d83f95f06bcabc6fe17d35d03ca4137,2048,1280,1280,f16,N,T,,70.0,487.619,95.8698,True
239,tk,gemm_2048_1280_5120_f16_f32_tB,56a2ad0968da3e7a2795919b6f38fdc3,2048,1280,5120,f16,N,T,,166.0,682.6667,161.7081,True
240,tk,gemm_128_1280_2048_f16_f32_tB,0382ace1694bfb220b3c587cdc376431,128,1280,2048,f16,N,T,,71.0,110.1075,9.452,True
241,unet,gemm_8192_640_640_f16_f32_tB,8cda6ddf40d3ce8471047be1143aa921,8192,640,640,f16,N,T,,80.0,307.9699,83.8861,True
242,unet,gemm_8192_640_2560_f16_f32_tB,55f5b79db6f57c39a31f719b28491ba6,8192,640,2560,f16,N,T,,136.0,481.8824,197.379,True
243,tk,gemm_8192_5120_640_f16_f32_tB,d8375227209feb9933ee27c80dc8cb70,8192,5120,640,f16,N,T,,159.0,531.9481,337.6547,True
244,unet,gemm_64_640_2048_f16_f32_tB,90f591727e8dc1af94e8da117eeadec7,64,640,2048,f16,N,T,,68.0,56.5746,2.4672,True
245,unet,gemm_64_1280_2048_f16_f32_tB,aa61d88f7958ed6b4874e6324f2f91f0,64,1280,2048,f16,N,T,,68.0,59.1908,4.9345,True
246,unet,gemm_1024_1280_1280_f16_f32_tB,238ce826401e0fcf9ddbef5f4d924260,1024,1280,1280,f16,N,T,,67.0,393.8462,50.0812,True
247,unet,gemm_1024_1280_5120_f16_f32_tB,3f6d437b504e5f9c72518eace53404a8,1024,1280,5120,f16,N,T,,121.0,512.0,110.9237,True
248,unet,gemm_1024_10240_1280_f16_f32_tB,06321974e0cedb96539b3671eb27cb11,1024,10240,1280,f16,N,T,,113.0,538.9474,237.5535,True
249,unet,gemm_4096_640_640_f16_f32_tB,adab8de731161f88cfa035cf8f75d85c,4096,640,640,f16,N,T,,70.0,296.8116,47.9349,True
250,unet,gemm_4096_640_2560_f16_f32_tB,907098eace4744871ddd2919a4dc6f79,4096,640,2560,f16,N,T,,110.0,455.1111,122.0161,True
251,unet,gemm_4096_5120_640_f16_f32_tB,be4f7f4c799ff952d48ae40e94e71a38,4096,5120,640,f16,N,T,,112.0,499.5122,239.6745,True
252,square,gemm_128_128_128_f16_f32_tB,0829875b92cc290d6a4f9cbc0e35b170,128,128,128,f16,N,T,,64.0,42.6667,0.0655,True
253,square,gemm_256_256_256_f16_f32_tB,328bd793c7dda5d3aa8372a5aaea096e,256,256,256,f16,N,T,,64.0,85.3333,0.5243,True
254,square,gemm_512_512_512_f16_f32_tB,0bc0c9560d863e84ac36a95d05b2930f,512,512,512,f16,N,T,,54.0,170.6667,4.971,True
255,square,gemm_1024_1024_1024_f16_f32_tB,8d9ec7403e313ec580d028334a97f73a,1024,1024,1024,f16,N,T,,70.0,341.3333,30.6783,True
256,square,gemm_2048_2048_2048_f16_f32_tB,9b4fac09596b0241780157a26615b513,2048,2048,2048,f16,N,T,,102.0,682.6667,168.4301,True
257,square,gemm_4096_4096_4096_f16_f32_tB,3e7fb9f50f844318ab992483d7aca399,4096,4096,4096,f16,N,T,,312.0,1365.3333,440.5095,True
258,square,gemm_8192_8192_8192_f16_f32_tB,f23ce4f2eb7e0090068add3f2fba0947,8192,8192,8192,f16,N,T,,3070.0,2730.6667,358.1471,True
